candidate_id,requisition_id,department,job_role,location,recruitment_source,application_date,interview_date,offer_date,hire_date,status,hired_employee_id,time_to_hire_days
CAND000706,REQ3166,Sales,Sales Development Representative,London,Job Board,2026-02-19,,,,Rejected,,
CAND000707,REQ1075,Operations,Operations Assistant,London,Referral,2024-02-03,2024-02-13,2024-02-23,,Offered,,
CAND000708,REQ5651,Sales,Sales Executive,Birmingham,Job Board,2025-06-15,2025-06-26,,,Interviewed,,
CAND000709,REQ1746,Sales,Sales Development Representative,London,Company Website,2024-09-27,,,,Rejected,,
CAND000710,REQ9574,IT,IT Manager,London,Job Board,2024-07-24,2024-07-30,2024-08-12,,Offered,,
CAND000711,REQ8810,Marketing,Marketing Assistant,Bristol,Agency,2026-02-13,2026-02-19,,,Interviewed,,
CAND000712,REQ6672,Marketing,Marketing Executive,Edinburgh,Referral,2024-10-15,,,,Rejected,,
CAND000713,REQ8426,IT,Data Analyst,London,Referral,2024-04-15,2024-04-22,2024-04-28,,Offered,,
CAND000714,REQ9178,IT,Data Analyst,Birmingham,Company Website,2024-08-12,,,,Rejected,,
CAND000715,REQ2765,Sales,Sales Executive,London,Referral,2025-08-20,2025-08-25,,,Interviewed,,
CAND000716,REQ7388,IT,Senior Data Engineer,London,Company Website,2024-02-07,,,,Applied,,
CAND000717,REQ7299,Sales,Sales Manager,Bristol,Agency,2024-05-16,2024-05-23,,,Interviewed,,
CAND000718,REQ4318,Operations,Operations Assistant,London,LinkedIn,2026-05-11,,,,Rejected,,
CAND000719,REQ5061,Sales,Sales Executive,Leeds,Campus,2025-11-16,,,,Rejected,,
CAND000720,REQ6901,Sales,Sales Development Representative,Manchester,LinkedIn,2025-08-28,2025-09-03,2025-09-10,,Offered,,
CAND000721,REQ1771,Customer Support,Customer Support Specialist,London,LinkedIn,2025-12-14,,,,Applied,,
CAND000722,REQ2142,Finance,Finance Analyst,London,Company Website,2025-07-21,2025-08-08,,,Interviewed,,
CAND000723,REQ4502,IT,Data Analyst,Leeds,Agency,2025-03-08,,,,Rejected,,
CAND000724,REQ9204,Sales,Sales Manager,London,LinkedIn,2026-01-14,,,,Rejected,,
CAND000725,REQ2758,Operations,Operations Manager,Birmingham,Referral,2026-06-22,2026-07-04,,,Interviewed,,
CAND000726,REQ3104,Marketing,Marketing Assistant,Birmingham,LinkedIn,2024-09-10,2024-09-22,,,Interviewed,,
CAND000727,REQ4314,Marketing,Marketing Assistant,Leeds,LinkedIn,2025-10-10,,,,Rejected,,
CAND000728,REQ7676,Sales,Sales Development Representative,Leeds,Company Website,2026-04-25,,,,Applied,,
CAND000729,REQ5694,IT,Data Analyst,Leeds,LinkedIn,2024-07-24,2024-07-31,2024-08-04,,Offered,,
CAND000730,REQ1467,Marketing,Marketing Assistant,Birmingham,Job Board,2025-03-26,,,,Applied,,
CAND000731,REQ1659,Operations,Operations Manager,Bristol,Job Board,2026-02-17,,,,Rejected,,
CAND000732,REQ3341,Operations,Operations Analyst,London,Company Website,2024-04-05,,,,Applied,,
CAND000733,REQ1320,Operations,Operations Manager,London,Referral,2025-09-08,,,,Rejected,,
CAND000734,REQ1722,HR,HR Business Partner,London,Job Board,2024-09-23,2024-10-17,,,Interviewed,,
CAND000735,REQ5265,Operations,Operations Assistant,London,Company Website,2026-02-26,2026-03-09,,,Interviewed,,
CAND000736,REQ5242,Customer Support,Customer Support Advisor,Manchester,Company Website,2026-06-10,,,,Rejected,,
CAND000737,REQ6408,Operations,Operations Manager,Leeds,Campus,2024-03-31,,,,Rejected,,
CAND000738,REQ2027,Operations,Operations Assistant,Bristol,Job Board,2024-04-28,,,,Applied,,
CAND000739,REQ4959,IT,Senior Data Engineer,London,Referral,2024-05-04,2024-05-13,,,Interviewed,,
CAND000740,REQ6741,Sales,Sales Executive,Edinburgh,Job Board,2025-08-05,,,,Applied,,
CAND000741,REQ2463,Operations,Operations Assistant,Manchester,LinkedIn,2025-05-19,,,,Rejected,,
CAND000742,REQ3660,Customer Support,Customer Support Specialist,Leeds,Referral,2024-11-17,2024-12-02,2024-12-11,,Offered,,
CAND000743,REQ5930,Finance,Finance Analyst,Birmingham,Referral,2024-08-27,2024-09-12,,,Interviewed,,
