payroll_id,employee_id,pay_period,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,currency
PAY010884,EMP0432,2025-08-01,62500,5208.33,3217.97,G5,50K-65K,GBP
PAY010885,EMP0432,2025-09-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010886,EMP0432,2025-10-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010887,EMP0432,2025-11-01,62500,5208.33,3004.68,G5,50K-65K,GBP
PAY010888,EMP0432,2025-12-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010889,EMP0432,2026-01-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010890,EMP0432,2026-02-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010891,EMP0432,2026-03-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010892,EMP0432,2026-04-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010893,EMP0432,2026-05-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010894,EMP0432,2026-06-01,62500,5208.33,0.0,G5,50K-65K,GBP
PAY010895,EMP0433,2024-01-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010896,EMP0433,2024-02-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010897,EMP0433,2024-03-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010898,EMP0433,2024-04-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010899,EMP0433,2024-05-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010900,EMP0433,2024-06-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010901,EMP0433,2024-07-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010902,EMP0433,2024-08-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010903,EMP0433,2024-09-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010904,EMP0433,2024-10-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010905,EMP0433,2024-11-01,110000,9166.67,2245.44,G7,100K+,GBP
PAY010906,EMP0433,2024-12-01,110000,9166.67,1741.26,G7,100K+,GBP
PAY010907,EMP0433,2025-01-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010908,EMP0433,2025-02-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010909,EMP0433,2025-03-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010910,EMP0433,2025-04-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010911,EMP0433,2025-05-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010912,EMP0433,2025-06-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010913,EMP0433,2025-07-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010914,EMP0433,2025-08-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010915,EMP0433,2025-09-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010916,EMP0433,2025-10-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010917,EMP0433,2025-11-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010918,EMP0433,2025-12-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010919,EMP0433,2026-01-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010920,EMP0433,2026-02-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010921,EMP0433,2026-03-01,110000,9166.67,2966.77,G7,100K+,GBP
PAY010922,EMP0433,2026-04-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010923,EMP0433,2026-05-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010924,EMP0433,2026-06-01,110000,9166.67,0.0,G7,100K+,GBP
PAY010925,EMP0434,2024-01-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010926,EMP0434,2024-02-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010927,EMP0434,2024-03-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010928,EMP0434,2024-04-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010929,EMP0434,2024-05-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010930,EMP0434,2024-06-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010931,EMP0434,2024-07-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010932,EMP0434,2024-08-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010933,EMP0434,2024-09-01,58500,4875.0,1343.34,G5,50K-65K,GBP
PAY010934,EMP0434,2024-10-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010935,EMP0434,2024-11-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010936,EMP0434,2024-12-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010937,EMP0434,2025-01-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010938,EMP0434,2025-02-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010939,EMP0434,2025-03-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010940,EMP0434,2025-04-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010941,EMP0434,2025-05-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010942,EMP0434,2025-06-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010943,EMP0434,2025-07-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010944,EMP0434,2025-08-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010945,EMP0434,2025-09-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010946,EMP0434,2025-10-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010947,EMP0434,2025-11-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010948,EMP0434,2025-12-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010949,EMP0434,2026-01-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010950,EMP0434,2026-02-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010951,EMP0434,2026-03-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010952,EMP0434,2026-04-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010953,EMP0434,2026-05-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010954,EMP0434,2026-06-01,58500,4875.0,0.0,G5,50K-65K,GBP
PAY010955,EMP0435,2024-07-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010956,EMP0435,2024-08-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010957,EMP0435,2024-09-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010958,EMP0435,2024-10-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010959,EMP0435,2024-11-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010960,EMP0435,2024-12-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010961,EMP0435,2025-01-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010962,EMP0435,2025-02-01,32500,2708.33,488.44,G3,30K-40K,GBP
PAY010963,EMP0435,2025-03-01,32500,2708.33,0.0,G3,30K-40K,GBP
PAY010964,EMP0436,2024-01-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010965,EMP0436,2024-02-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010966,EMP0436,2024-03-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010967,EMP0436,2024-04-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010968,EMP0436,2024-05-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010969,EMP0436,2024-06-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010970,EMP0436,2024-07-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010971,EMP0436,2024-08-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010972,EMP0436,2024-09-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010973,EMP0436,2024-10-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010974,EMP0436,2024-11-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010975,EMP0436,2024-12-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010976,EMP0436,2025-01-01,28000,2333.33,2184.37,G3,Under 30K,GBP
PAY010977,EMP0436,2025-02-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010978,EMP0436,2025-03-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010979,EMP0436,2025-04-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010980,EMP0436,2025-05-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010981,EMP0436,2025-06-01,28000,2333.33,3339.3,G3,Under 30K,GBP
PAY010982,EMP0436,2025-07-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010983,EMP0436,2025-08-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010984,EMP0436,2025-09-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010985,EMP0436,2025-10-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010986,EMP0436,2025-11-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010987,EMP0436,2025-12-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010988,EMP0436,2026-01-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010989,EMP0436,2026-02-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010990,EMP0436,2026-03-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010991,EMP0436,2026-04-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010992,EMP0436,2026-05-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010993,EMP0436,2026-06-01,28000,2333.33,0.0,G3,Under 30K,GBP
PAY010994,EMP0437,2024-01-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY010995,EMP0437,2024-02-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY010996,EMP0437,2024-03-01,40500,3375.0,343.62,G4,40K-50K,GBP
PAY010997,EMP0437,2024-04-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY010998,EMP0437,2024-05-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY010999,EMP0437,2024-06-01,40500,3375.0,2088.85,G4,40K-50K,GBP
PAY011000,EMP0437,2024-07-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011001,EMP0437,2024-08-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011002,EMP0437,2024-09-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011003,EMP0437,2024-10-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011004,EMP0437,2024-11-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011005,EMP0437,2024-12-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011006,EMP0437,2025-01-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011007,EMP0437,2025-02-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011008,EMP0437,2025-03-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011009,EMP0437,2025-04-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011010,EMP0437,2025-05-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011011,EMP0437,2025-06-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011012,EMP0437,2025-07-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011013,EMP0437,2025-08-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011014,EMP0437,2025-09-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011015,EMP0437,2025-10-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011016,EMP0437,2025-11-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011017,EMP0437,2025-12-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011018,EMP0437,2026-01-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011019,EMP0437,2026-02-01,40500,3375.0,1176.33,G4,40K-50K,GBP
PAY011020,EMP0437,2026-03-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011021,EMP0437,2026-04-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011022,EMP0437,2026-05-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011023,EMP0437,2026-06-01,40500,3375.0,0.0,G4,40K-50K,GBP
PAY011024,EMP0438,2024-01-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011025,EMP0438,2024-02-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011026,EMP0438,2024-03-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011027,EMP0438,2024-04-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011028,EMP0438,2024-05-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011029,EMP0438,2024-06-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011030,EMP0438,2024-07-01,72500,6041.67,669.72,G6,65K-80K,GBP
PAY011031,EMP0438,2024-08-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011032,EMP0438,2024-09-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011033,EMP0438,2024-10-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011034,EMP0438,2024-11-01,72500,6041.67,2540.98,G6,65K-80K,GBP
PAY011035,EMP0438,2024-12-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011036,EMP0438,2025-01-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011037,EMP0438,2025-02-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011038,EMP0438,2025-03-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011039,EMP0438,2025-04-01,72500,6041.67,1477.02,G6,65K-80K,GBP
PAY011040,EMP0438,2025-05-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011041,EMP0438,2025-06-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011042,EMP0438,2025-07-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011043,EMP0438,2025-08-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011044,EMP0438,2025-09-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011045,EMP0438,2025-10-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011046,EMP0438,2025-11-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011047,EMP0438,2025-12-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011048,EMP0438,2026-01-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011049,EMP0438,2026-02-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011050,EMP0438,2026-03-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011051,EMP0438,2026-04-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011052,EMP0438,2026-05-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011053,EMP0438,2026-06-01,72500,6041.67,0.0,G6,65K-80K,GBP
PAY011054,EMP0439,2025-12-01,77500,6458.33,0.0,G6,65K-80K,GBP
PAY011055,EMP0439,2026-01-01,77500,6458.33,1774.27,G6,65K-80K,GBP
PAY011056,EMP0439,2026-02-01,77500,6458.33,0.0,G6,65K-80K,GBP
PAY011057,EMP0439,2026-03-01,77500,6458.33,0.0,G6,65K-80K,GBP
PAY011058,EMP0439,2026-04-01,77500,6458.33,0.0,G6,65K-80K,GBP
PAY011059,EMP0439,2026-05-01,77500,6458.33,0.0,G6,65K-80K,GBP
PAY011060,EMP0439,2026-06-01,77500,6458.33,0.0,G6,65K-80K,GBP
PAY011061,EMP0440,2024-01-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011062,EMP0440,2024-02-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011063,EMP0440,2024-03-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011064,EMP0440,2024-04-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011065,EMP0440,2024-05-01,36500,3041.67,2663.05,G4,30K-40K,GBP
PAY011066,EMP0440,2024-06-01,36500,3041.67,1580.24,G4,30K-40K,GBP
PAY011067,EMP0440,2024-07-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011068,EMP0440,2024-08-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011069,EMP0440,2024-09-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011070,EMP0440,2024-10-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011071,EMP0440,2024-11-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011072,EMP0440,2024-12-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011073,EMP0440,2025-01-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011074,EMP0440,2025-02-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011075,EMP0440,2025-03-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011076,EMP0440,2025-04-01,36500,3041.67,2594.94,G4,30K-40K,GBP
PAY011077,EMP0440,2025-05-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011078,EMP0440,2025-06-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011079,EMP0440,2025-07-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011080,EMP0440,2025-08-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011081,EMP0440,2025-09-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011082,EMP0440,2025-10-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011083,EMP0440,2025-11-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011084,EMP0440,2025-12-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011085,EMP0440,2026-01-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011086,EMP0440,2026-02-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011087,EMP0440,2026-03-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011088,EMP0440,2026-04-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011089,EMP0440,2026-05-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011090,EMP0440,2026-06-01,36500,3041.67,0.0,G4,30K-40K,GBP
PAY011091,EMP0441,2024-01-01,50000,4166.67,486.78,G5,50K-65K,GBP
PAY011092,EMP0441,2024-02-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011093,EMP0441,2024-03-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011094,EMP0441,2024-04-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011095,EMP0441,2024-05-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011096,EMP0441,2024-06-01,50000,4166.67,2606.44,G5,50K-65K,GBP
PAY011097,EMP0441,2024-07-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011098,EMP0441,2024-08-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011099,EMP0441,2024-09-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011100,EMP0441,2024-10-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011101,EMP0441,2024-11-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011102,EMP0441,2024-12-01,50000,4166.67,1127.62,G5,50K-65K,GBP
PAY011103,EMP0441,2025-01-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011104,EMP0441,2025-02-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011105,EMP0441,2025-03-01,50000,4166.67,2947.59,G5,50K-65K,GBP
PAY011106,EMP0441,2025-04-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011107,EMP0441,2025-05-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011108,EMP0441,2025-06-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011109,EMP0441,2025-07-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011110,EMP0441,2025-08-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011111,EMP0441,2025-09-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011112,EMP0441,2025-10-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011113,EMP0441,2025-11-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011114,EMP0441,2025-12-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011115,EMP0441,2026-01-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011116,EMP0441,2026-02-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011117,EMP0441,2026-03-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011118,EMP0441,2026-04-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011119,EMP0441,2026-05-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011120,EMP0441,2026-06-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY011121,EMP0442,2024-10-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011122,EMP0442,2024-11-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011123,EMP0442,2024-12-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011124,EMP0442,2025-01-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011125,EMP0442,2025-02-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011126,EMP0442,2025-03-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011127,EMP0442,2025-04-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011128,EMP0442,2025-05-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011129,EMP0442,2025-06-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011130,EMP0442,2025-07-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011131,EMP0442,2025-08-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011132,EMP0442,2025-09-01,35500,2958.33,1919.09,G3,30K-40K,GBP
PAY011133,EMP0442,2025-10-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011134,EMP0442,2025-11-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011135,EMP0442,2025-12-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011136,EMP0442,2026-01-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011137,EMP0442,2026-02-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011138,EMP0442,2026-03-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011139,EMP0442,2026-04-01,35500,2958.33,0.0,G3,30K-40K,GBP
PAY011140,EMP0442,2026-05-01,35500,2958.33,2176.68,G3,30K-40K,GBP
PAY011141,EMP0443,2024-01-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011142,EMP0443,2024-02-01,33500,2791.67,1061.54,G3,30K-40K,GBP
PAY011143,EMP0443,2024-03-01,33500,2791.67,2630.26,G3,30K-40K,GBP
PAY011144,EMP0443,2024-04-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011145,EMP0443,2024-05-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011146,EMP0443,2024-06-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011147,EMP0443,2024-07-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011148,EMP0443,2024-08-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011149,EMP0443,2024-09-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011150,EMP0443,2024-10-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011151,EMP0443,2024-11-01,33500,2791.67,3329.88,G3,30K-40K,GBP
PAY011152,EMP0443,2024-12-01,33500,2791.67,3009.71,G3,30K-40K,GBP
PAY011153,EMP0443,2025-01-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011154,EMP0443,2025-02-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011155,EMP0443,2025-03-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011156,EMP0443,2025-04-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011157,EMP0443,2025-05-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011158,EMP0443,2025-06-01,33500,2791.67,3310.01,G3,30K-40K,GBP
PAY011159,EMP0443,2025-07-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011160,EMP0443,2025-08-01,33500,2791.67,397.63,G3,30K-40K,GBP
PAY011161,EMP0443,2025-09-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011162,EMP0443,2025-10-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011163,EMP0443,2025-11-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011164,EMP0443,2025-12-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011165,EMP0443,2026-01-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011166,EMP0443,2026-02-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011167,EMP0443,2026-03-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011168,EMP0443,2026-04-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011169,EMP0443,2026-05-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011170,EMP0443,2026-06-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY011171,EMP0444,2024-01-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011172,EMP0444,2024-02-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011173,EMP0444,2024-03-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011174,EMP0444,2024-04-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011175,EMP0444,2024-05-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011176,EMP0444,2024-06-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011177,EMP0444,2024-07-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011178,EMP0444,2024-08-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011179,EMP0444,2024-09-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011180,EMP0444,2024-10-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011181,EMP0444,2024-11-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011182,EMP0444,2024-12-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011183,EMP0444,2025-01-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011184,EMP0444,2025-02-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011185,EMP0444,2025-03-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011186,EMP0444,2025-04-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011187,EMP0444,2025-05-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011188,EMP0444,2025-06-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011189,EMP0444,2025-07-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011190,EMP0444,2025-08-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011191,EMP0444,2025-09-01,41500,3458.33,3230.06,G4,40K-50K,GBP
PAY011192,EMP0444,2025-10-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011193,EMP0444,2025-11-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011194,EMP0444,2025-12-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011195,EMP0444,2026-01-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011196,EMP0444,2026-02-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011197,EMP0444,2026-03-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011198,EMP0444,2026-04-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011199,EMP0444,2026-05-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY011200,EMP0444,2026-06-01,41500,3458.33,0.0,G4,40K-50K,GBP
