performance_id,employee_id,review_year,review_period,performance_rating,potential_rating,promotion_flag,manager_id
PERF001321,EMP0545,2024,Annual,5,5,0,EMP0119
PERF001322,EMP0545,2024,Mid-Year,5,5,0,EMP0119
PERF001323,EMP0545,2025,Annual,5,5,0,EMP0119
PERF001324,EMP0545,2025,Mid-Year,5,3,0,EMP0119
PERF001325,EMP0547,2024,Annual,4,3,0,EMP0433
PERF001326,EMP0547,2025,Annual,4,4,0,EMP0433
PERF001327,EMP0548,2024,Annual,2,1,0,EMP0374
PERF001328,EMP0548,2025,Annual,3,2,0,EMP0374
PERF001329,EMP0548,2025,Mid-Year,2,1,0,EMP0374
PERF001330,EMP0549,2025,Annual,3,3,0,EMP0333
PERF001331,EMP0550,2024,Annual,3,4,0,EMP0528
PERF001332,EMP0550,2025,Annual,3,3,0,EMP0528
PERF001333,EMP0550,2025,Mid-Year,3,3,0,EMP0528
PERF001334,EMP0551,2024,Annual,4,4,1,EMP0433
PERF001335,EMP0551,2024,Mid-Year,2,1,0,EMP0433
PERF001336,EMP0551,2025,Annual,3,3,0,EMP0433
PERF001337,EMP0552,2024,Annual,3,3,0,EMP0128
PERF001338,EMP0552,2024,Mid-Year,3,3,0,EMP0128
PERF001339,EMP0552,2025,Annual,3,3,0,EMP0128
PERF001340,EMP0553,2024,Annual,4,4,0,EMP0218
PERF001341,EMP0553,2024,Mid-Year,4,3,0,EMP0218
PERF001342,EMP0553,2025,Annual,4,4,0,EMP0218
PERF001343,EMP0553,2025,Mid-Year,5,5,0,EMP0218
PERF001344,EMP0554,2024,Annual,4,5,0,EMP0472
PERF001345,EMP0554,2025,Annual,3,3,0,EMP0472
PERF001346,EMP0555,2024,Annual,3,4,0,EMP0128
PERF001347,EMP0555,2024,Mid-Year,3,3,0,EMP0128
PERF001348,EMP0555,2025,Annual,3,3,0,EMP0128
PERF001349,EMP0556,2024,Annual,3,2,0,EMP0360
PERF001350,EMP0556,2024,Mid-Year,3,3,0,EMP0360
PERF001351,EMP0556,2025,Annual,3,3,0,EMP0360
PERF001352,EMP0556,2025,Mid-Year,3,3,0,EMP0360
PERF001353,EMP0557,2024,Annual,5,5,1,EMP0215
PERF001354,EMP0557,2025,Annual,4,5,0,EMP0215
PERF001355,EMP0558,2024,Annual,3,3,0,EMP0361
PERF001356,EMP0558,2025,Annual,2,3,0,EMP0361
PERF001357,EMP0558,2025,Mid-Year,3,2,0,EMP0361
PERF001358,EMP0559,2024,Annual,3,4,0,EMP0471
PERF001359,EMP0559,2024,Mid-Year,3,3,0,EMP0471
PERF001360,EMP0559,2025,Annual,3,3,0,EMP0471
PERF001361,EMP0559,2025,Mid-Year,3,1,0,EMP0471
PERF001362,EMP0560,2024,Annual,2,1,0,EMP0590
PERF001363,EMP0560,2024,Mid-Year,2,1,0,EMP0590
PERF001364,EMP0561,2024,Annual,4,4,0,EMP0206
PERF001365,EMP0561,2025,Annual,3,3,0,EMP0206
PERF001366,EMP0562,2024,Annual,4,4,1,EMP0571
PERF001367,EMP0562,2024,Mid-Year,5,5,1,EMP0571
PERF001368,EMP0562,2025,Annual,4,4,0,EMP0571
PERF001369,EMP0563,2025,Annual,4,4,0,EMP0319
PERF001370,EMP0564,2024,Annual,4,3,0,EMP0556
PERF001371,EMP0564,2025,Annual,4,4,1,EMP0556
PERF001372,EMP0565,2024,Annual,4,5,1,EMP0472
PERF001373,EMP0565,2025,Annual,3,3,0,EMP0472
PERF001374,EMP0566,2024,Annual,4,5,0,EMP0314
PERF001375,EMP0566,2025,Annual,5,5,0,EMP0314
PERF001376,EMP0566,2025,Mid-Year,4,3,0,EMP0314
PERF001377,EMP0567,2024,Annual,3,3,0,EMP0452
PERF001378,EMP0567,2025,Annual,3,3,0,EMP0452
PERF001379,EMP0567,2025,Mid-Year,3,4,0,EMP0452
PERF001380,EMP0569,2024,Annual,3,5,0,EMP0438
PERF001381,EMP0569,2025,Annual,3,3,0,EMP0438
PERF001382,EMP0570,2024,Annual,5,5,0,EMP0460
PERF001383,EMP0570,2025,Annual,5,5,0,EMP0460
PERF001384,EMP0570,2025,Mid-Year,5,5,0,EMP0460
PERF001385,EMP0571,2025,Annual,2,3,0,EMP0353
PERF001386,EMP0571,2025,Mid-Year,3,2,0,EMP0353
PERF001387,EMP0572,2024,Annual,4,4,0,EMP0020
PERF001388,EMP0572,2024,Mid-Year,3,4,0,EMP0020
PERF001389,EMP0572,2025,Annual,3,4,0,EMP0020
PERF001390,EMP0573,2024,Annual,3,3,0,EMP0420
PERF001391,EMP0573,2025,Annual,3,2,0,EMP0420
PERF001392,EMP0573,2025,Mid-Year,4,4,0,EMP0420
PERF001393,EMP0574,2025,Annual,4,4,0,EMP0460
PERF001394,EMP0575,2024,Annual,4,5,0,EMP0283
PERF001395,EMP0575,2025,Annual,3,4,0,EMP0283
PERF001396,EMP0576,2024,Annual,3,3,0,EMP0571
PERF001397,EMP0576,2024,Mid-Year,4,3,0,EMP0571
PERF001398,EMP0576,2025,Annual,3,4,0,EMP0571
PERF001399,EMP0576,2025,Mid-Year,3,4,0,EMP0571
PERF001400,EMP0577,2024,Annual,3,3,0,EMP0504
PERF001401,EMP0577,2025,Annual,2,2,0,EMP0504
PERF001402,EMP0578,2024,Annual,5,4,0,EMP0329
PERF001403,EMP0578,2024,Mid-Year,4,4,0,EMP0329
PERF001404,EMP0578,2025,Annual,4,3,0,EMP0329
PERF001405,EMP0579,2024,Annual,2,2,0,EMP0527
PERF001406,EMP0580,2024,Annual,3,3,0,EMP0351
PERF001407,EMP0580,2024,Mid-Year,3,3,0,EMP0351
PERF001408,EMP0580,2025,Annual,4,4,0,EMP0351
PERF001409,EMP0581,2024,Annual,4,4,0,EMP0361
PERF001410,EMP0581,2024,Mid-Year,2,1,0,EMP0361
PERF001411,EMP0581,2025,Annual,3,3,0,EMP0361
PERF001412,EMP0581,2025,Mid-Year,3,4,0,EMP0361
PERF001413,EMP0582,2025,Annual,3,4,0,EMP0479
PERF001414,EMP0582,2025,Mid-Year,4,4,0,EMP0479
PERF001415,EMP0583,2024,Annual,4,3,0,EMP0374
PERF001416,EMP0583,2025,Annual,4,3,0,EMP0374
PERF001417,EMP0584,2024,Annual,5,5,0,EMP0136
PERF001418,EMP0584,2024,Mid-Year,5,5,1,EMP0136
PERF001419,EMP0584,2025,Annual,5,4,0,EMP0136
PERF001420,EMP0585,2024,Annual,2,1,0,EMP0599
PERF001421,EMP0585,2024,Mid-Year,3,2,0,EMP0599
PERF001422,EMP0585,2025,Annual,4,4,0,EMP0599
PERF001423,EMP0587,2024,Annual,4,4,0,EMP0361
PERF001424,EMP0587,2025,Annual,4,4,0,EMP0361
PERF001425,EMP0588,2024,Annual,4,5,1,EMP0374
PERF001426,EMP0588,2025,Annual,3,2,0,EMP0374
PERF001427,EMP0589,2024,Annual,2,2,0,EMP0472
PERF001428,EMP0589,2025,Annual,3,2,0,EMP0472
PERF001429,EMP0590,2024,Annual,4,4,0,EMP0109
PERF001430,EMP0590,2024,Mid-Year,4,4,1,EMP0109
PERF001431,EMP0590,2025,Annual,3,3,0,EMP0109
PERF001432,EMP0591,2024,Annual,3,3,0,EMP0491
PERF001433,EMP0591,2024,Mid-Year,3,3,0,EMP0491
PERF001434,EMP0591,2025,Annual,4,4,0,EMP0491
PERF001435,EMP0591,2025,Mid-Year,3,2,0,EMP0491
PERF001436,EMP0592,2024,Annual,3,3,0,EMP0113
PERF001437,EMP0592,2024,Mid-Year,4,5,0,EMP0113
PERF001438,EMP0592,2025,Annual,4,4,0,EMP0113
PERF001439,EMP0594,2024,Annual,4,5,0,EMP0556
PERF001440,EMP0594,2024,Mid-Year,4,4,0,EMP0556
PERF001441,EMP0594,2025,Annual,3,3,0,EMP0556
PERF001442,EMP0595,2024,Annual,4,4,0,EMP0063
PERF001443,EMP0595,2024,Mid-Year,3,4,0,EMP0063
PERF001444,EMP0595,2025,Annual,4,5,0,EMP0063
PERF001445,EMP0597,2024,Annual,4,3,0,EMP0393
PERF001446,EMP0597,2025,Annual,5,5,0,EMP0393
PERF001447,EMP0598,2024,Annual,3,3,0,EMP0002
PERF001448,EMP0598,2024,Mid-Year,3,1,0,EMP0002
PERF001449,EMP0598,2025,Annual,3,3,0,EMP0002
PERF001450,EMP0599,2024,Annual,4,4,0,EMP0353
PERF001451,EMP0599,2025,Annual,3,3,0,EMP0353
PERF001452,EMP0600,2024,Annual,4,4,0,
PERF001453,EMP0600,2024,Mid-Year,4,4,0,
PERF001454,EMP0600,2025,Annual,5,5,0,
PERF001455,EMP0600,2025,Mid-Year,5,4,0,
