attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours
ATT010624,EMP0421,2025-12-01,23,23,0,0,0,0.0
ATT010625,EMP0421,2026-01-01,22,21,1,0,0,5.6
ATT010626,EMP0421,2026-02-01,20,17,3,1,0,1.2
ATT010627,EMP0421,2026-03-01,22,20,2,1,2,1.9
ATT010628,EMP0421,2026-04-01,22,21,1,1,0,0.0
ATT010629,EMP0422,2024-01-01,23,19,4,0,15,2.1
ATT010630,EMP0422,2024-02-01,21,19,2,1,15,0.0
ATT010631,EMP0422,2024-03-01,21,15,6,0,12,1.3
ATT010632,EMP0422,2024-04-01,22,17,5,2,14,2.5
ATT010633,EMP0422,2024-05-01,23,18,5,0,9,0.0
ATT010634,EMP0422,2024-06-01,20,18,2,0,16,2.5
ATT010635,EMP0422,2024-07-01,23,21,2,1,13,0.0
ATT010636,EMP0422,2024-08-01,22,21,1,0,17,5.7
ATT010637,EMP0422,2024-09-01,21,17,4,0,13,7.5
ATT010638,EMP0422,2024-10-01,23,23,0,0,19,1.5
ATT010639,EMP0422,2024-11-01,21,20,1,0,15,0.0
ATT010640,EMP0422,2024-12-01,22,19,3,0,18,0.6
ATT010641,EMP0422,2025-01-01,23,20,3,1,16,4.8
ATT010642,EMP0422,2025-02-01,20,16,4,1,12,3.5
ATT010643,EMP0422,2025-03-01,21,20,1,4,14,1.9
ATT010644,EMP0422,2025-04-01,22,19,3,0,19,0.0
ATT010645,EMP0422,2025-05-01,22,18,4,0,16,5.9
ATT010646,EMP0422,2025-06-01,21,19,2,0,19,0.3
ATT010647,EMP0422,2025-07-01,23,23,0,1,18,0.8
ATT010648,EMP0422,2025-08-01,21,19,2,2,14,3.0
ATT010649,EMP0422,2025-09-01,22,18,4,2,14,3.1
ATT010650,EMP0422,2025-10-01,23,20,3,0,16,6.9
ATT010651,EMP0422,2025-11-01,20,15,5,1,13,5.4
ATT010652,EMP0422,2025-12-01,23,19,4,1,16,1.1
ATT010653,EMP0422,2026-01-01,22,18,4,1,15,0.0
ATT010654,EMP0422,2026-02-01,20,19,1,0,14,0.0
ATT010655,EMP0422,2026-03-01,22,21,1,2,17,3.7
ATT010656,EMP0422,2026-04-01,22,21,1,0,19,5.1
ATT010657,EMP0422,2026-05-01,21,19,2,2,16,5.4
ATT010658,EMP0422,2026-06-01,22,19,3,0,11,3.6
ATT010659,EMP0423,2024-01-01,23,23,0,0,9,9.4
ATT010660,EMP0423,2024-02-01,21,20,1,1,9,7.9
ATT010661,EMP0423,2024-03-01,21,21,0,0,10,3.5
ATT010662,EMP0423,2024-04-01,22,22,0,0,12,4.1
ATT010663,EMP0423,2024-05-01,23,23,0,0,13,3.1
ATT010664,EMP0423,2024-06-01,20,17,3,1,11,10.7
ATT010665,EMP0423,2024-07-01,23,23,0,0,11,9.9
ATT010666,EMP0423,2024-08-01,22,22,0,0,6,5.9
ATT010667,EMP0423,2024-09-01,21,20,1,1,11,5.6
ATT010668,EMP0423,2024-10-01,23,20,3,0,9,10.1
ATT010669,EMP0423,2024-11-01,21,19,2,1,9,12.3
ATT010670,EMP0423,2024-12-01,22,21,1,0,8,8.2
ATT010671,EMP0423,2025-01-01,23,22,1,1,8,6.4
ATT010672,EMP0423,2025-02-01,20,18,2,1,10,4.1
ATT010673,EMP0423,2025-03-01,21,20,1,1,3,7.1
ATT010674,EMP0423,2025-04-01,22,21,1,1,13,0.0
ATT010675,EMP0423,2025-05-01,22,20,2,1,6,5.5
ATT010676,EMP0423,2025-06-01,21,21,0,1,7,4.1
ATT010677,EMP0423,2025-07-01,23,22,1,1,9,10.8
ATT010678,EMP0423,2025-08-01,21,20,1,1,5,6.1
ATT010679,EMP0423,2025-09-01,22,21,1,0,10,6.3
ATT010680,EMP0423,2025-10-01,23,22,1,0,9,7.9
ATT010681,EMP0423,2025-11-01,20,19,1,0,10,1.4
ATT010682,EMP0423,2025-12-01,23,22,1,1,12,10.5
ATT010683,EMP0423,2026-01-01,22,19,3,0,7,3.9
ATT010684,EMP0423,2026-02-01,20,17,3,1,3,0.0
ATT010685,EMP0423,2026-03-01,22,20,2,3,12,3.2
ATT010686,EMP0423,2026-04-01,22,22,0,0,8,4.4
ATT010687,EMP0423,2026-05-01,21,18,3,1,10,2.1
ATT010688,EMP0423,2026-06-01,22,21,1,1,16,2.1
ATT010689,EMP0424,2024-01-01,23,21,2,0,0,5.1
ATT010690,EMP0424,2024-02-01,21,19,2,1,4,0.0
ATT010691,EMP0424,2024-03-01,21,20,1,2,0,4.7
ATT010692,EMP0424,2024-04-01,22,19,3,1,0,0.0
ATT010693,EMP0424,2024-05-01,23,21,2,2,2,3.8
ATT010694,EMP0424,2024-06-01,20,18,2,0,1,4.3
ATT010695,EMP0424,2024-07-01,23,21,2,2,0,0.0
ATT010696,EMP0424,2024-08-01,22,21,1,5,2,1.2
ATT010697,EMP0424,2024-09-01,21,18,3,3,1,3.0
ATT010698,EMP0424,2024-10-01,23,18,5,1,0,7.6
ATT010699,EMP0424,2024-11-01,21,17,4,0,0,9.4
ATT010700,EMP0424,2024-12-01,22,19,3,0,0,3.3
ATT010701,EMP0424,2025-01-01,23,21,2,1,1,3.4
ATT010702,EMP0424,2025-02-01,20,17,3,0,0,6.2
ATT010703,EMP0424,2025-03-01,21,18,3,1,2,9.8
ATT010704,EMP0424,2025-04-01,22,19,3,0,4,4.2
ATT010705,EMP0424,2025-05-01,22,18,4,3,4,7.7
ATT010706,EMP0424,2025-06-01,21,17,4,0,2,5.3
ATT010707,EMP0424,2025-07-01,23,22,1,2,3,2.6
ATT010708,EMP0424,2025-08-01,21,16,5,0,2,7.4
ATT010709,EMP0424,2025-09-01,22,19,3,2,0,0.0
ATT010710,EMP0424,2025-10-01,23,21,2,0,1,7.4
ATT010711,EMP0424,2025-11-01,20,16,4,0,2,8.7
ATT010712,EMP0424,2025-12-01,23,21,2,0,0,4.6
ATT010713,EMP0424,2026-01-01,22,21,1,0,1,4.0
ATT010714,EMP0424,2026-02-01,20,15,5,0,0,1.7
ATT010715,EMP0424,2026-03-01,22,18,4,2,1,8.1
ATT010716,EMP0424,2026-04-01,22,20,2,2,2,2.6
ATT010717,EMP0424,2026-05-01,21,20,1,1,3,1.0
ATT010718,EMP0424,2026-06-01,22,18,4,0,2,0.7
ATT010719,EMP0425,2024-01-01,23,22,1,0,17,0.2
ATT010720,EMP0425,2024-02-01,21,16,5,0,13,6.9
ATT010721,EMP0425,2024-03-01,21,20,1,0,15,10.4
ATT010722,EMP0425,2024-04-01,22,22,0,0,20,5.2
ATT010723,EMP0425,2024-05-01,23,22,1,0,14,3.5
ATT010724,EMP0425,2024-06-01,20,19,1,0,11,0.0
ATT010725,EMP0425,2024-07-01,23,20,3,1,19,4.8
ATT010726,EMP0425,2024-08-01,22,21,1,1,20,5.3
ATT010727,EMP0425,2024-09-01,21,21,0,1,21,0.0
ATT010728,EMP0425,2024-10-01,23,23,0,0,19,6.4
ATT010729,EMP0425,2024-11-01,21,20,1,3,13,5.9
ATT010730,EMP0425,2024-12-01,22,21,1,1,20,8.3
ATT010731,EMP0425,2025-01-01,23,23,0,1,19,5.2
ATT010732,EMP0425,2025-02-01,20,20,0,0,17,3.2
ATT010733,EMP0425,2025-03-01,21,21,0,0,16,8.4
ATT010734,EMP0425,2025-04-01,22,22,0,0,15,8.0
ATT010735,EMP0425,2025-05-01,22,20,2,0,18,2.2
ATT010736,EMP0425,2025-06-01,21,20,1,0,17,8.0
ATT010737,EMP0425,2025-07-01,23,20,3,0,17,11.7
ATT010738,EMP0425,2025-08-01,21,20,1,0,17,4.9
ATT010739,EMP0425,2025-09-01,22,22,0,0,18,1.6
ATT010740,EMP0425,2025-10-01,23,21,2,0,20,6.1
ATT010741,EMP0425,2025-11-01,20,20,0,0,17,6.3
ATT010742,EMP0425,2025-12-01,23,22,1,0,16,4.1
ATT010743,EMP0425,2026-01-01,22,20,2,0,17,13.0
ATT010744,EMP0425,2026-02-01,20,18,2,0,18,8.0
ATT010745,EMP0425,2026-03-01,22,21,1,0,16,11.1
ATT010746,EMP0425,2026-04-01,22,22,0,1,22,10.0
ATT010747,EMP0425,2026-05-01,21,20,1,0,14,15.0
ATT010748,EMP0425,2026-06-01,22,21,1,1,20,2.4
ATT010749,EMP0426,2024-01-01,23,21,2,1,17,0.6
ATT010750,EMP0426,2024-02-01,21,18,3,0,16,0.0
ATT010751,EMP0426,2024-03-01,21,20,1,0,18,2.5
ATT010752,EMP0426,2024-04-01,22,17,5,3,13,4.2
ATT010753,EMP0426,2024-05-01,23,21,2,2,18,0.5
ATT010754,EMP0426,2024-06-01,20,19,1,0,19,6.2
ATT010755,EMP0426,2024-07-01,23,22,1,1,14,14.3
ATT010756,EMP0426,2024-08-01,22,20,2,0,18,0.0
ATT010757,EMP0426,2024-09-01,21,19,2,0,19,0.0
ATT010758,EMP0426,2024-10-01,23,22,1,1,21,0.0
ATT010759,EMP0426,2024-11-01,21,20,1,0,20,13.2
ATT010760,EMP0426,2024-12-01,22,20,2,1,15,4.0
ATT010761,EMP0426,2025-01-01,23,21,2,1,16,2.1
ATT010762,EMP0426,2025-02-01,20,18,2,2,11,7.5
ATT010763,EMP0426,2025-03-01,21,18,3,0,15,8.8
ATT010764,EMP0426,2025-04-01,22,19,3,1,15,0.0
ATT010765,EMP0426,2025-05-01,22,22,0,1,16,8.3
ATT010766,EMP0426,2025-06-01,21,18,3,0,11,0.0
ATT010767,EMP0426,2025-07-01,23,22,1,0,18,4.8
ATT010768,EMP0426,2025-08-01,21,20,1,2,17,0.1
ATT010769,EMP0426,2025-09-01,22,20,2,0,15,9.3
ATT010770,EMP0426,2025-10-01,23,23,0,1,17,8.5
ATT010771,EMP0426,2025-11-01,20,20,0,0,17,0.0
ATT010772,EMP0426,2025-12-01,23,21,2,0,16,15.0
ATT010773,EMP0426,2026-01-01,22,21,1,1,21,12.9
ATT010774,EMP0426,2026-02-01,20,17,3,0,12,1.7
ATT010775,EMP0426,2026-03-01,22,20,2,1,14,0.0
ATT010776,EMP0426,2026-04-01,22,21,1,1,18,8.5
ATT010777,EMP0426,2026-05-01,21,21,0,2,20,6.3
ATT010778,EMP0426,2026-06-01,22,18,4,2,16,1.3
ATT010779,EMP0427,2024-01-01,23,22,1,0,20,4.3
ATT010780,EMP0427,2024-02-01,21,21,0,0,17,14.1
ATT010781,EMP0427,2024-03-01,21,21,0,0,13,6.8
ATT010782,EMP0427,2024-04-01,22,21,1,0,18,3.2
ATT010783,EMP0427,2024-05-01,23,23,0,1,19,3.5
ATT010784,EMP0427,2024-06-01,20,19,1,0,14,0.0
ATT010785,EMP0427,2024-07-01,23,22,1,0,18,7.0
ATT010786,EMP0427,2024-08-01,22,22,0,0,20,4.7
ATT010787,EMP0427,2024-09-01,21,21,0,0,20,1.5
ATT010788,EMP0427,2024-10-01,23,23,0,1,22,7.0
ATT010789,EMP0427,2024-11-01,21,21,0,0,16,0.0
ATT010790,EMP0427,2024-12-01,22,21,1,0,19,8.1
ATT010791,EMP0427,2025-01-01,23,23,0,0,18,10.2
ATT010792,EMP0427,2025-02-01,20,19,1,0,13,4.3
ATT010793,EMP0427,2025-03-01,21,21,0,1,16,0.0
ATT010794,EMP0427,2025-04-01,22,22,0,1,18,11.3
ATT010795,EMP0427,2025-05-01,22,22,0,1,13,0.0
ATT010796,EMP0427,2025-06-01,21,20,1,1,17,7.5
ATT010797,EMP0427,2025-07-01,23,23,0,0,19,12.8
ATT010798,EMP0427,2025-08-01,21,21,0,0,15,1.0
ATT010799,EMP0427,2025-09-01,22,22,0,0,19,0.0
ATT010800,EMP0427,2025-10-01,23,23,0,1,20,7.4
ATT010801,EMP0427,2025-11-01,20,20,0,0,18,11.9
ATT010802,EMP0427,2025-12-01,23,23,0,0,19,2.5
ATT010803,EMP0427,2026-01-01,22,22,0,0,15,3.6
ATT010804,EMP0427,2026-02-01,20,20,0,0,18,2.5
ATT010805,EMP0427,2026-03-01,22,22,0,0,19,1.0
ATT010806,EMP0427,2026-04-01,22,22,0,0,22,1.8
ATT010807,EMP0427,2026-05-01,21,21,0,0,17,10.4
ATT010808,EMP0427,2026-06-01,22,20,2,0,16,3.6
ATT010809,EMP0428,2024-01-01,23,22,1,0,2,4.3
ATT010810,EMP0428,2024-02-01,21,21,0,0,1,0.6
ATT010811,EMP0428,2024-03-01,21,21,0,0,1,11.0
ATT010812,EMP0428,2024-04-01,22,20,2,0,2,0.0
ATT010813,EMP0428,2024-05-01,23,23,0,0,4,6.1
ATT010814,EMP0428,2024-06-01,20,19,1,0,2,7.5
ATT010815,EMP0428,2024-07-01,23,22,1,0,3,0.8
ATT010816,EMP0428,2024-08-01,22,20,2,0,0,7.8
ATT010817,EMP0428,2024-09-01,21,21,0,0,0,0.0
ATT010818,EMP0428,2024-10-01,23,22,1,0,0,8.8
ATT010819,EMP0428,2024-11-01,21,20,1,1,0,6.8
ATT010820,EMP0428,2024-12-01,22,21,1,0,2,6.1
ATT010821,EMP0428,2025-01-01,23,22,1,1,2,4.0
ATT010822,EMP0428,2025-02-01,20,20,0,0,4,0.0
ATT010823,EMP0428,2025-03-01,21,20,1,0,0,0.0
ATT010824,EMP0428,2025-04-01,22,19,3,0,1,14.3
ATT010825,EMP0428,2025-05-01,22,22,0,0,1,9.5
ATT010826,EMP0428,2025-06-01,21,20,1,0,0,0.0
ATT010827,EMP0428,2025-07-01,23,23,0,0,0,0.0
ATT010828,EMP0428,2025-08-01,21,21,0,0,5,7.8
ATT010829,EMP0428,2025-09-01,22,22,0,0,0,5.5
ATT010830,EMP0428,2025-10-01,23,23,0,1,0,0.4
ATT010831,EMP0428,2025-11-01,20,19,1,0,1,0.0
ATT010832,EMP0428,2025-12-01,23,23,0,0,0,1.2
ATT010833,EMP0428,2026-01-01,22,22,0,1,4,2.0
ATT010834,EMP0428,2026-02-01,20,20,0,0,0,0.0
ATT010835,EMP0428,2026-03-01,22,20,2,0,2,0.0
ATT010836,EMP0428,2026-04-01,22,21,1,1,5,0.0
ATT010837,EMP0428,2026-05-01,21,20,1,0,3,9.9
ATT010838,EMP0428,2026-06-01,22,22,0,1,1,0.0
ATT010839,EMP0429,2025-08-01,21,21,0,0,5,3.7
ATT010840,EMP0429,2025-09-01,22,22,0,0,9,0.0
ATT010841,EMP0429,2025-10-01,23,23,0,0,6,3.2
ATT010842,EMP0429,2025-11-01,20,20,0,0,4,0.0
ATT010843,EMP0429,2025-12-01,23,22,1,0,9,0.0
ATT010844,EMP0429,2026-01-01,22,21,1,0,13,2.1
ATT010845,EMP0429,2026-02-01,20,19,1,0,4,7.4
ATT010846,EMP0429,2026-03-01,22,22,0,0,11,6.8
ATT010847,EMP0430,2024-01-01,23,21,2,0,13,1.9
ATT010848,EMP0430,2024-02-01,21,17,4,3,3,3.6
ATT010849,EMP0430,2024-03-01,21,18,3,1,5,5.7
ATT010850,EMP0430,2024-04-01,22,15,7,1,4,2.5
ATT010851,EMP0430,2024-05-01,23,22,1,1,8,0.0
ATT010852,EMP0430,2024-06-01,20,16,4,2,7,0.0
ATT010853,EMP0430,2024-07-01,23,17,6,2,12,0.9
ATT010854,EMP0430,2024-08-01,22,18,4,2,7,8.4
ATT010855,EMP0430,2024-09-01,21,19,2,1,6,1.0
ATT010856,EMP0430,2024-10-01,23,18,5,2,4,6.1
ATT010857,EMP0430,2024-11-01,21,18,3,1,2,4.6
ATT010858,EMP0430,2024-12-01,22,17,5,5,14,6.8
ATT010859,EMP0430,2025-01-01,23,13,10,1,3,0.0
ATT010860,EMP0430,2025-02-01,20,20,0,0,8,0.0
ATT010861,EMP0430,2025-03-01,21,16,5,1,7,5.0
ATT010862,EMP0430,2025-04-01,22,21,1,1,11,2.1
ATT010863,EMP0431,2024-01-01,23,20,3,1,11,11.0
ATT010864,EMP0431,2024-02-01,21,20,1,0,16,12.2
ATT010865,EMP0432,2024-01-01,23,18,5,0,11,0.0
ATT010866,EMP0432,2024-02-01,21,18,3,0,7,3.4
ATT010867,EMP0432,2024-03-01,21,20,1,0,11,6.1
ATT010868,EMP0432,2024-04-01,22,22,0,0,9,0.0
ATT010869,EMP0432,2024-05-01,23,22,1,0,7,4.2
ATT010870,EMP0432,2024-06-01,20,17,3,0,7,7.5
ATT010871,EMP0432,2024-07-01,23,23,0,1,10,0.0
ATT010872,EMP0432,2024-08-01,22,20,2,1,11,6.4
ATT010873,EMP0432,2024-09-01,21,21,0,1,7,0.0
ATT010874,EMP0432,2024-10-01,23,20,3,0,9,0.8
ATT010875,EMP0432,2024-11-01,21,19,2,0,7,5.1
ATT010876,EMP0432,2024-12-01,22,21,1,0,11,0.0
ATT010877,EMP0432,2025-01-01,23,21,2,1,6,1.4
ATT010878,EMP0432,2025-02-01,20,18,2,1,11,0.0
ATT010879,EMP0432,2025-03-01,21,20,1,2,13,3.7
ATT010880,EMP0432,2025-04-01,22,22,0,1,7,2.4
ATT010881,EMP0432,2025-05-01,22,20,2,0,9,0.0
ATT010882,EMP0432,2025-06-01,21,20,1,1,6,9.2
ATT010883,EMP0432,2025-07-01,23,21,2,0,12,2.9
ATT010884,EMP0432,2025-08-01,21,20,1,0,8,1.2
ATT010885,EMP0432,2025-09-01,22,22,0,1,9,10.0
ATT010886,EMP0432,2025-10-01,23,22,1,1,9,3.4
ATT010887,EMP0432,2025-11-01,20,18,2,1,9,10.8
ATT010888,EMP0432,2025-12-01,23,20,3,0,11,7.9
ATT010889,EMP0432,2026-01-01,22,21,1,1,7,0.0
ATT010890,EMP0432,2026-02-01,20,17,3,2,3,10.5
ATT010891,EMP0432,2026-03-01,22,22,0,0,10,2.8
ATT010892,EMP0432,2026-04-01,22,20,2,1,9,7.4
ATT010893,EMP0432,2026-05-01,21,20,1,0,8,2.4
ATT010894,EMP0432,2026-06-01,22,22,0,0,10,5.8
ATT010895,EMP0433,2024-01-01,23,21,2,0,3,0.0
ATT010896,EMP0433,2024-02-01,21,21,0,0,1,4.0
ATT010897,EMP0433,2024-03-01,21,18,3,0,0,6.3
ATT010898,EMP0433,2024-04-01,22,21,1,0,0,0.4
ATT010899,EMP0433,2024-05-01,23,20,3,0,0,0.0
ATT010900,EMP0433,2024-06-01,20,18,2,0,2,0.0
ATT010901,EMP0433,2024-07-01,23,23,0,1,4,7.6
ATT010902,EMP0433,2024-08-01,22,21,1,0,3,10.7
ATT010903,EMP0433,2024-09-01,21,21,0,0,0,0.0
ATT010904,EMP0433,2024-10-01,23,23,0,0,0,0.0
ATT010905,EMP0433,2024-11-01,21,20,1,0,0,0.0
ATT010906,EMP0433,2024-12-01,22,21,1,0,3,1.8
ATT010907,EMP0433,2025-01-01,23,22,1,0,2,2.6
ATT010908,EMP0433,2025-02-01,20,20,0,0,1,0.2
ATT010909,EMP0433,2025-03-01,21,21,0,0,2,3.8
ATT010910,EMP0433,2025-04-01,22,22,0,0,5,6.3
ATT010911,EMP0433,2025-05-01,22,22,0,0,1,2.5
ATT010912,EMP0433,2025-06-01,21,19,2,0,3,0.8
ATT010913,EMP0433,2025-07-01,23,23,0,0,2,6.8
ATT010914,EMP0433,2025-08-01,21,20,1,0,4,1.7
ATT010915,EMP0433,2025-09-01,22,22,0,0,0,8.5
ATT010916,EMP0433,2025-10-01,23,22,1,0,0,3.6
ATT010917,EMP0433,2025-11-01,20,19,1,0,0,0.0
ATT010918,EMP0433,2025-12-01,23,23,0,0,1,4.9
ATT010919,EMP0433,2026-01-01,22,20,2,1,1,3.1
ATT010920,EMP0433,2026-02-01,20,20,0,0,1,10.5
ATT010921,EMP0433,2026-03-01,22,21,1,1,3,4.4
ATT010922,EMP0433,2026-04-01,22,20,2,1,3,0.0
ATT010923,EMP0433,2026-05-01,21,20,1,0,1,0.0
ATT010924,EMP0433,2026-06-01,22,22,0,0,2,0.0
ATT010925,EMP0434,2024-01-01,23,21,2,1,3,8.7
ATT010926,EMP0434,2024-02-01,21,18,3,1,2,1.9
ATT010927,EMP0434,2024-03-01,21,21,0,1,1,0.5
ATT010928,EMP0434,2024-04-01,22,22,0,0,2,5.8
ATT010929,EMP0434,2024-05-01,23,21,2,0,0,0.0
ATT010930,EMP0434,2024-06-01,20,19,1,0,0,3.0
ATT010931,EMP0434,2024-07-01,23,23,0,0,2,2.9
ATT010932,EMP0434,2024-08-01,22,22,0,0,2,4.7
ATT010933,EMP0434,2024-09-01,21,20,1,3,0,8.9
ATT010934,EMP0434,2024-10-01,23,23,0,0,4,8.3
ATT010935,EMP0434,2024-11-01,21,20,1,0,1,6.4
ATT010936,EMP0434,2024-12-01,22,21,1,0,1,0.0
ATT010937,EMP0434,2025-01-01,23,20,3,1,2,13.6
ATT010938,EMP0434,2025-02-01,20,19,1,1,3,3.0
ATT010939,EMP0434,2025-03-01,21,21,0,0,3,4.2
ATT010940,EMP0434,2025-04-01,22,22,0,1,2,3.8
ATT010941,EMP0434,2025-05-01,22,22,0,0,1,0.6
ATT010942,EMP0434,2025-06-01,21,20,1,0,4,11.3
ATT010943,EMP0434,2025-07-01,23,20,3,0,0,4.9
ATT010944,EMP0434,2025-08-01,21,20,1,0,2,7.7
ATT010945,EMP0434,2025-09-01,22,21,1,0,0,8.9
ATT010946,EMP0434,2025-10-01,23,23,0,0,1,5.9
ATT010947,EMP0434,2025-11-01,20,20,0,0,1,3.1
ATT010948,EMP0434,2025-12-01,23,23,0,0,6,5.2
ATT010949,EMP0434,2026-01-01,22,21,1,1,1,2.2
ATT010950,EMP0434,2026-02-01,20,20,0,0,0,2.0
ATT010951,EMP0434,2026-03-01,22,20,2,0,1,6.5
ATT010952,EMP0434,2026-04-01,22,20,2,0,3,3.4
ATT010953,EMP0434,2026-05-01,21,21,0,0,1,0.0
ATT010954,EMP0434,2026-06-01,22,21,1,0,0,0.1
ATT010955,EMP0435,2024-07-01,23,22,1,0,0,12.2
ATT010956,EMP0435,2024-08-01,22,21,1,0,3,12.3
ATT010957,EMP0435,2024-09-01,21,19,2,1,3,7.0
ATT010958,EMP0435,2024-10-01,23,22,1,2,0,5.3
ATT010959,EMP0435,2024-11-01,21,17,4,0,3,11.7
ATT010960,EMP0435,2024-12-01,22,22,0,1,5,6.3
ATT010961,EMP0435,2025-01-01,23,19,4,0,3,4.8
ATT010962,EMP0435,2025-02-01,20,20,0,0,1,3.3
ATT010963,EMP0435,2025-03-01,21,21,0,0,4,7.3
ATT010964,EMP0436,2024-01-01,23,21,2,1,2,9.6
ATT010965,EMP0436,2024-02-01,21,21,0,0,0,0.0
ATT010966,EMP0436,2024-03-01,21,16,5,2,1,5.4
ATT010967,EMP0436,2024-04-01,22,22,0,0,4,4.9
ATT010968,EMP0436,2024-05-01,23,19,4,2,3,3.0
ATT010969,EMP0436,2024-06-01,20,17,3,0,1,1.5
ATT010970,EMP0436,2024-07-01,23,21,2,0,2,3.3
ATT010971,EMP0436,2024-08-01,22,20,2,0,0,5.7
ATT010972,EMP0436,2024-09-01,21,21,0,3,0,0.0
ATT010973,EMP0436,2024-10-01,23,21,2,1,5,0.0
ATT010974,EMP0436,2024-11-01,21,19,2,0,0,0.0
ATT010975,EMP0436,2024-12-01,22,21,1,1,6,3.0
ATT010976,EMP0436,2025-01-01,23,21,2,0,3,1.8
ATT010977,EMP0436,2025-02-01,20,17,3,1,0,9.4
ATT010978,EMP0436,2025-03-01,21,21,0,1,1,1.0
ATT010979,EMP0436,2025-04-01,22,22,0,0,5,0.7
ATT010980,EMP0436,2025-05-01,22,21,1,0,4,5.1
ATT010981,EMP0436,2025-06-01,21,19,2,2,1,5.6
ATT010982,EMP0436,2025-07-01,23,18,5,1,0,6.4
ATT010983,EMP0436,2025-08-01,21,18,3,1,2,0.0
ATT010984,EMP0436,2025-09-01,22,21,1,3,0,10.5
ATT010985,EMP0436,2025-10-01,23,21,2,2,6,2.0
ATT010986,EMP0436,2025-11-01,20,18,2,3,3,8.2
ATT010987,EMP0436,2025-12-01,23,21,2,0,0,6.1
ATT010988,EMP0436,2026-01-01,22,20,2,1,1,10.7
ATT010989,EMP0436,2026-02-01,20,19,1,1,1,0.0
ATT010990,EMP0436,2026-03-01,22,21,1,0,0,3.7
ATT010991,EMP0436,2026-04-01,22,21,1,1,3,5.2
ATT010992,EMP0436,2026-05-01,21,17,4,1,1,1.8
ATT010993,EMP0436,2026-06-01,22,17,5,1,0,2.2
ATT010994,EMP0437,2024-01-01,23,22,1,1,11,7.2
ATT010995,EMP0437,2024-02-01,21,17,4,0,7,7.1
ATT010996,EMP0437,2024-03-01,21,19,2,0,8,2.9
ATT010997,EMP0437,2024-04-01,22,20,2,0,8,0.0
ATT010998,EMP0437,2024-05-01,23,20,3,1,12,0.0
ATT010999,EMP0437,2024-06-01,20,17,3,1,5,0.0
ATT011000,EMP0437,2024-07-01,23,18,5,2,4,1.7
ATT011001,EMP0437,2024-08-01,22,20,2,1,8,0.6
ATT011002,EMP0437,2024-09-01,21,19,2,2,8,0.0
ATT011003,EMP0437,2024-10-01,23,22,1,3,10,2.1
ATT011004,EMP0437,2024-11-01,21,15,6,1,7,4.0
ATT011005,EMP0437,2024-12-01,22,22,0,0,16,6.3
ATT011006,EMP0437,2025-01-01,23,21,2,0,11,9.0
ATT011007,EMP0437,2025-02-01,20,18,2,1,7,6.3
ATT011008,EMP0437,2025-03-01,21,21,0,1,10,9.0
ATT011009,EMP0437,2025-04-01,22,18,4,0,11,4.0
ATT011010,EMP0437,2025-05-01,22,21,1,2,8,9.2
ATT011011,EMP0437,2025-06-01,21,20,1,0,6,9.8
ATT011012,EMP0437,2025-07-01,23,20,3,1,8,4.9
ATT011013,EMP0437,2025-08-01,21,19,2,2,11,7.7
ATT011014,EMP0437,2025-09-01,22,20,2,2,2,0.0
ATT011015,EMP0437,2025-10-01,23,17,6,0,8,1.9
ATT011016,EMP0437,2025-11-01,20,18,2,0,2,0.0
ATT011017,EMP0437,2025-12-01,23,21,2,0,4,0.0
ATT011018,EMP0437,2026-01-01,22,20,2,1,8,6.7
ATT011019,EMP0437,2026-02-01,20,17,3,0,11,3.3
ATT011020,EMP0437,2026-03-01,22,20,2,0,10,0.0
ATT011021,EMP0437,2026-04-01,22,21,1,1,7,0.9
ATT011022,EMP0437,2026-05-01,21,21,0,0,8,2.8
ATT011023,EMP0437,2026-06-01,22,18,4,1,14,10.4
ATT011024,EMP0438,2024-01-01,23,19,4,0,4,8.4
ATT011025,EMP0438,2024-02-01,21,20,1,0,3,5.8
ATT011026,EMP0438,2024-03-01,21,21,0,1,0,3.2
ATT011027,EMP0438,2024-04-01,22,19,3,0,1,5.0
ATT011028,EMP0438,2024-05-01,23,16,7,1,0,7.8
ATT011029,EMP0438,2024-06-01,20,18,2,1,0,5.7
ATT011030,EMP0438,2024-07-01,23,22,1,0,2,0.0
ATT011031,EMP0438,2024-08-01,22,22,0,0,4,4.5
ATT011032,EMP0438,2024-09-01,21,20,1,2,0,1.7
ATT011033,EMP0438,2024-10-01,23,21,2,0,0,1.2
ATT011034,EMP0438,2024-11-01,21,19,2,1,3,13.6
ATT011035,EMP0438,2024-12-01,22,20,2,0,0,6.7
ATT011036,EMP0438,2025-01-01,23,21,2,2,2,8.9
ATT011037,EMP0438,2025-02-01,20,18,2,0,2,7.3
ATT011038,EMP0438,2025-03-01,21,15,6,2,6,8.8
ATT011039,EMP0438,2025-04-01,22,20,2,0,1,8.5
ATT011040,EMP0438,2025-05-01,22,19,3,1,2,0.9
ATT011041,EMP0438,2025-06-01,21,18,3,0,2,3.1
ATT011042,EMP0438,2025-07-01,23,19,4,1,0,2.8
ATT011043,EMP0438,2025-08-01,21,19,2,1,3,10.5
ATT011044,EMP0438,2025-09-01,22,19,3,1,5,2.5
ATT011045,EMP0438,2025-10-01,23,22,1,0,0,8.2
