leave_key,leave_id,employee_key,leave_start_date_key,leave_end_date_key,leave_type,leave_days,leave_status,leave_year
1328,LEV001328,265,20250702,20250705,Annual,4,Approved,2025
1329,LEV001329,265,20260508,20260517,Annual,10,Approved,2026
1330,LEV001331,266,20240517,20240517,Sick,1,Approved,2024
1331,LEV001330,266,20240730,20240801,Sick,3,Approved,2024
1332,LEV001332,266,20241122,20241126,Annual,5,Approved,2024
1333,LEV001334,266,20260226,20260227,Annual,2,Approved,2026
1334,LEV001333,266,20260315,20260316,Sick,2,Approved,2026
1335,LEV001335,266,20260417,20260425,Annual,9,Approved,2026
1336,LEV001338,267,20240703,20240703,Annual,1,Approved,2024
1337,LEV001337,267,20241014,20241017,Annual,4,Approved,2024
1338,LEV001336,267,20241023,20241030,Annual,8,Approved,2024
1339,LEV001339,267,20250923,20250923,Sick,1,Pending,2025
1340,LEV001340,267,20250929,20251004,Unpaid,6,Approved,2025
1341,LEV001341,267,20260103,20260108,Annual,6,Pending,2026
1342,LEV001342,267,20260110,20260118,Annual,9,Approved,2026
1343,LEV001344,267,20260110,20260110,Annual,1,Approved,2026
1344,LEV001343,267,20260308,20260310,Sick,3,Approved,2026
1345,LEV001346,268,20241114,20241121,Annual,8,Approved,2024
1346,LEV001345,268,20241204,20241206,Annual,3,Approved,2024
1347,LEV001347,268,20250324,20250327,Annual,4,Approved,2025
1348,LEV001349,268,20260215,20260215,Sick,1,Approved,2026
1349,LEV001350,268,20260407,20260410,Sick,4,Approved,2026
1350,LEV001348,268,20260420,20260420,Sick,1,Approved,2026
1351,LEV001351,269,20250518,20250519,Annual,2,Rejected,2025
1352,LEV001352,269,20251126,20251130,Sick,5,Rejected,2025
1353,LEV001353,269,20260625,20260630,Annual,6,Pending,2026
1354,LEV001354,270,20240209,20240210,Sick,2,Approved,2024
1355,LEV001355,271,20240730,20240801,Annual,3,Approved,2024
1356,LEV001356,271,20241207,20241211,Annual,5,Approved,2024
1357,LEV001357,271,20250206,20250210,Sick,5,Approved,2025
1358,LEV001358,272,20240315,20240316,Sick,2,Approved,2024
1359,LEV001359,272,20250218,20250226,Annual,9,Approved,2025
1360,LEV001360,272,20251027,20251028,Annual,2,Approved,2025
1361,LEV001362,272,20260127,20260205,Annual,10,Approved,2026
1362,LEV001361,272,20260203,20260207,Annual,5,Approved,2026
1363,LEV001363,274,20240912,20240912,Sick,1,Approved,2024
1364,LEV001365,274,20241003,20241005,Annual,3,Approved,2024
1365,LEV001364,274,20241118,20241118,Annual,1,Rejected,2024
1366,LEV001367,274,20250608,20250613,Annual,6,Approved,2025
1367,LEV001369,274,20250824,20250825,Annual,2,Approved,2025
1368,LEV001368,274,20251004,20251008,Sick,5,Approved,2025
1369,LEV001366,274,20251007,20251008,Annual,2,Rejected,2025
1370,LEV001370,274,20251231,20251231,Unpaid,1,Approved,2025
1371,LEV001373,274,20260303,20260306,Sick,4,Approved,2026
1372,LEV001372,274,20260401,20260402,Annual,2,Approved,2026
1373,LEV001371,274,20260518,20260522,Annual,5,Approved,2026
1374,LEV001374,275,20240513,20240514,Annual,2,Approved,2024
1375,LEV001375,275,20240824,20240825,Annual,2,Pending,2024
1376,LEV001376,275,20260117,20260123,Unpaid,7,Approved,2026
1377,LEV001377,276,20241219,20241220,Sick,2,Approved,2024
1378,LEV001378,276,20260502,20260510,Annual,9,Pending,2026
1379,LEV001379,277,20250814,20250817,Annual,4,Approved,2025
1380,LEV001380,277,20250827,20250829,Sick,3,Approved,2025
1381,LEV001382,277,20251025,20251031,Unpaid,7,Approved,2025
1382,LEV001381,277,20251112,20251120,Annual,9,Approved,2025
1383,LEV001383,277,20260213,20260214,Annual,2,Approved,2026
1384,LEV001384,277,20260220,20260225,Unpaid,6,Approved,2026
1385,LEV001385,278,20240327,20240331,Annual,5,Pending,2024
1386,LEV001391,278,20250212,20250213,Sick,2,Approved,2025
1387,LEV001388,278,20250213,20250215,Sick,3,Approved,2025
1388,LEV001386,278,20250312,20250316,Sick,5,Approved,2025
1389,LEV001390,278,20250530,20250601,Sick,3,Approved,2025
1390,LEV001387,278,20250602,20250606,Sick,5,Approved,2025
1391,LEV001389,278,20251026,20251030,Sick,5,Approved,2025
1392,LEV001392,278,20260211,20260213,Sick,3,Approved,2026
1393,LEV001393,279,20260216,20260216,Annual,1,Approved,2026
1394,LEV001394,279,20260218,20260417,Maternity,59,Pending,2026
1395,LEV001395,280,20241229,20241231,Sick,3,Approved,2024
1396,LEV001397,280,20250829,20250903,Annual,6,Approved,2025
1397,LEV001398,280,20250919,20250928,Annual,10,Approved,2025
1398,LEV001396,280,20250927,20251003,Unpaid,7,Approved,2025
1399,LEV001400,281,20240413,20240420,Annual,8,Approved,2024
1400,LEV001401,281,20240801,20240808,Annual,8,Approved,2024
1401,LEV001399,281,20240929,20241002,Annual,4,Approved,2024
1402,LEV001402,281,20250402,20250403,Sick,2,Approved,2025
1403,LEV001403,282,20250219,20250220,Sick,2,Approved,2025
1404,LEV001404,282,20250303,20250513,Maternity,72,Approved,2025
1405,LEV001405,282,20260406,20260412,Annual,7,Approved,2026
1406,LEV001406,283,20250919,20250922,Sick,4,Approved,2025
1407,LEV001407,284,20240607,20240612,Annual,6,Approved,2024
1408,LEV001409,284,20240607,20240608,Unpaid,2,Rejected,2024
1409,LEV001408,284,20241024,20241101,Annual,9,Pending,2024
1410,LEV001410,284,20250303,20250305,Annual,3,Approved,2025
1411,LEV001412,284,20250610,20250612,Annual,3,Approved,2025
1412,LEV001411,284,20251119,20251124,Annual,6,Approved,2025
1413,LEV001414,284,20260305,20260307,Annual,3,Rejected,2026
1414,LEV001415,284,20260407,20260419,Paternity,13,Approved,2026
1415,LEV001413,284,20260605,20260608,Sick,4,Pending,2026
1416,LEV001417,285,20240419,20240420,Annual,2,Approved,2024
1417,LEV001416,285,20240521,20240522,Annual,2,Approved,2024
1418,LEV001418,285,20240730,20240806,Annual,8,Approved,2024
1419,LEV001419,285,20241101,20241110,Annual,10,Rejected,2024
1420,LEV001421,285,20260130,20260208,Annual,10,Approved,2026
1421,LEV001420,285,20260526,20260527,Sick,2,Approved,2026
1422,LEV001423,286,20240214,20240219,Annual,6,Approved,2024
1423,LEV001422,286,20240407,20240407,Unpaid,1,Approved,2024
1424,LEV001427,286,20250112,20250121,Annual,10,Approved,2025
1425,LEV001424,286,20250306,20250309,Unpaid,4,Approved,2025
1426,LEV001426,286,20250911,20250913,Annual,3,Approved,2025
1427,LEV001425,286,20251023,20251101,Annual,10,Approved,2025
1428,LEV001428,286,20260206,20260209,Unpaid,4,Approved,2026
1429,LEV001429,286,20260420,20260428,Annual,9,Approved,2026
1430,LEV001430,287,20240218,20240227,Annual,10,Approved,2024
1431,LEV001431,287,20240802,20240806,Unpaid,5,Approved,2024
1432,LEV001432,287,20240906,20240909,Sick,4,Approved,2024
1433,LEV001433,287,20241003,20241007,Unpaid,5,Approved,2024
1434,LEV001436,287,20250418,20250424,Annual,7,Approved,2025
1435,LEV001435,287,20250528,20250606,Annual,10,Approved,2025
1436,LEV001434,287,20250707,20250716,Annual,10,Pending,2025
1437,LEV001439,287,20260208,20260212,Sick,5,Approved,2026
1438,LEV001438,287,20260522,20260525,Sick,4,Approved,2026
1439,LEV001437,287,20260530,20260607,Annual,9,Approved,2026
1440,LEV001440,288,20240808,20240817,Annual,10,Approved,2024
1441,LEV001441,288,20250713,20250715,Other,3,Approved,2025
1442,LEV001442,288,20260122,20260128,Annual,7,Approved,2026
1443,LEV001444,289,20240307,20240420,Paternity,45,Approved,2024
1444,LEV001443,289,20240326,20240328,Sick,3,Pending,2024
1445,LEV001447,289,20250108,20250111,Unpaid,4,Pending,2025
1446,LEV001445,289,20250116,20250118,Sick,3,Approved,2025
1447,LEV001448,289,20250131,20250218,Maternity,19,Approved,2025
1448,LEV001446,289,20250207,20250208,Sick,2,Approved,2025
1449,LEV001449,290,20240531,20240602,Sick,3,Approved,2024
1450,LEV001450,290,20240704,20240705,Annual,2,Approved,2024
1451,LEV001451,290,20250331,20250402,Annual,3,Approved,2025
1452,LEV001453,290,20251103,20251104,Annual,2,Approved,2025
1453,LEV001452,290,20251231,20251231,Annual,1,Approved,2025
1454,LEV001454,290,20260221,20260302,Annual,10,Approved,2026
1455,LEV001455,290,20260322,20260322,Annual,1,Rejected,2026
1456,LEV001457,291,20240112,20240113,Sick,2,Approved,2024
1457,LEV001461,291,20240306,20240309,Sick,4,Approved,2024
1458,LEV001459,291,20240417,20240418,Annual,2,Approved,2024
1459,LEV001456,291,20240605,20240605,Annual,1,Approved,2024
1460,LEV001460,291,20240624,20240703,Annual,10,Approved,2024
1461,LEV001458,291,20241220,20241225,Annual,6,Approved,2024
1462,LEV001463,291,20250226,20250301,Unpaid,4,Approved,2025
1463,LEV001464,291,20250316,20250318,Sick,3,Approved,2025
1464,LEV001462,291,20250608,20250610,Sick,3,Approved,2025
1465,LEV001465,291,20260202,20260204,Sick,3,Approved,2026
1466,LEV001466,291,20260622,20260625,Annual,4,Approved,2026
1467,LEV001467,292,20240913,20240921,Annual,9,Approved,2024
1468,LEV001469,292,20250630,20250703,Sick,4,Approved,2025
1469,LEV001471,292,20250727,20250805,Annual,10,Approved,2025
1470,LEV001470,292,20250915,20250919,Sick,5,Approved,2025
1471,LEV001468,292,20251008,20251008,Annual,1,Pending,2025
1472,LEV001473,293,20240114,20240118,Annual,5,Approved,2024
1473,LEV001472,293,20240926,20241003,Annual,8,Approved,2024
1474,LEV001474,293,20250614,20250614,Sick,1,Approved,2025
1475,LEV001476,293,20260116,20260125,Annual,10,Approved,2026
1476,LEV001475,293,20260428,20260429,Annual,2,Approved,2026
1477,LEV001477,294,20240921,20241124,Paternity,65,Rejected,2024
1478,LEV001478,294,20260613,20260613,Sick,1,Approved,2026
1479,LEV001481,295,20260126,20260130,Annual,5,Approved,2026
1480,LEV001479,295,20260205,20260211,Annual,7,Approved,2026
1481,LEV001480,295,20260623,20260623,Sick,1,Approved,2026
1482,LEV001482,296,20250424,20250426,Annual,3,Approved,2025
1483,LEV001483,296,20250527,20250527,Annual,1,Approved,2025
1484,LEV001485,297,20240319,20240328,Annual,10,Approved,2024
1485,LEV001484,297,20240814,20240814,Sick,1,Approved,2024
1486,LEV001486,297,20250702,20250704,Other,3,Approved,2025
1487,LEV001487,297,20260502,20260502,Annual,1,Approved,2026
1488,LEV001489,298,20240921,20240927,Annual,7,Approved,2024
1489,LEV001488,298,20241101,20241101,Sick,1,Approved,2024
1490,LEV001490,298,20260118,20260123,Unpaid,6,Approved,2026
1491,LEV001492,299,20240208,20240211,Sick,4,Approved,2024
1492,LEV001494,299,20240712,20240715,Annual,4,Rejected,2024
1493,LEV001493,299,20240804,20240808,Annual,5,Approved,2024
1494,LEV001491,299,20241029,20241106,Annual,9,Approved,2024
1495,LEV001495,299,20250716,20250721,Annual,6,Pending,2025
1496,LEV001496,300,20240913,20240914,Annual,2,Approved,2024
1497,LEV001499,300,20250616,20250616,Sick,1,Approved,2025
1498,LEV001498,300,20251121,20251125,Sick,5,Approved,2025
1499,LEV001497,300,20251122,20251124,Sick,3,Approved,2025
1500,LEV001500,300,20260128,20260203,Annual,7,Pending,2026
1501,LEV001503,300,20260203,20260203,Sick,1,Approved,2026
1502,LEV001502,300,20260225,20260304,Annual,8,Rejected,2026
1503,LEV001501,300,20260611,20260612,Annual,2,Approved,2026
1504,LEV001504,301,20240229,20240309,Annual,10,Approved,2024
1505,LEV001507,301,20240730,20240801,Annual,3,Approved,2024
1506,LEV001505,301,20241116,20241125,Annual,10,Approved,2024
1507,LEV001506,301,20241222,20241229,Annual,8,Approved,2024
1508,LEV001508,301,20250329,20250329,Sick,1,Approved,2025
1509,LEV001509,301,20260212,20260215,Annual,4,Approved,2026
1510,LEV001510,302,20240625,20240626,Unpaid,2,Approved,2024
1511,LEV001511,302,20250831,20250901,Annual,2,Pending,2025
1512,LEV001514,302,20260402,20260402,Sick,1,Approved,2026
1513,LEV001512,302,20260409,20260415,Other,7,Approved,2026
1514,LEV001513,302,20260512,20260515,Sick,4,Approved,2026
1515,LEV001515,303,20240506,20240507,Annual,2,Approved,2024
1516,LEV001516,303,20241112,20241115,Sick,4,Approved,2024
1517,LEV001518,303,20250811,20250812,Annual,2,Approved,2025
1518,LEV001519,303,20250819,20250825,Unpaid,7,Approved,2025
1519,LEV001517,303,20250903,20250910,Annual,8,Approved,2025
1520,LEV001521,303,20260113,20260119,Annual,7,Approved,2026
1521,LEV001520,303,20260623,20260627,Sick,5,Approved,2026
1522,LEV001522,304,20240328,20240329,Annual,2,Approved,2024
1523,LEV001524,304,20250427,20250430,Annual,4,Approved,2025
1524,LEV001523,304,20250909,20250913,Annual,5,Approved,2025
1525,LEV001526,304,20260129,20260129,Unpaid,1,Approved,2026
1526,LEV001527,304,20260205,20260211,Annual,7,Approved,2026
1527,LEV001525,304,20260317,20260325,Annual,9,Pending,2026
1528,LEV001528,304,20260414,20260417,Sick,4,Approved,2026
1529,LEV001529,305,20241113,20241118,Annual,6,Approved,2024
1530,LEV001530,305,20250201,20250205,Sick,5,Approved,2025
1531,LEV001531,305,20251023,20251024,Sick,2,Approved,2025
1532,LEV001533,305,20260611,20260618,Annual,8,Approved,2026
1533,LEV001532,305,20260612,20260613,Sick,2,Approved,2026
1534,LEV001535,306,20250120,20250120,Other,1,Pending,2025
1535,LEV001534,306,20250301,20250310,Annual,10,Approved,2025
1536,LEV001538,306,20260212,20260215,Sick,4,Approved,2026
1537,LEV001537,306,20260226,20260228,Sick,3,Rejected,2026
1538,LEV001536,306,20260424,20260429,Annual,6,Approved,2026
1539,LEV001539,307,20241010,20241013,Annual,4,Approved,2024
1540,LEV001540,307,20241018,20241021,Sick,4,Approved,2024
1541,LEV001541,307,20260602,20260607,Other,6,Approved,2026
1542,LEV001543,308,20240206,20240209,Annual,4,Approved,2024
1543,LEV001542,308,20240223,20240228,Annual,6,Rejected,2024
1544,LEV001544,308,20250930,20251001,Sick,2,Approved,2025
1545,LEV001545,308,20260301,20260305,Sick,5,Approved,2026
1546,LEV001547,309,20240423,20240423,Unpaid,1,Approved,2024
1547,LEV001546,309,20240601,20240605,Annual,5,Approved,2024
1548,LEV001548,309,20241126,20241127,Sick,2,Approved,2024
1549,LEV001549,309,20250305,20250308,Annual,4,Pending,2025
1550,LEV001550,309,20260310,20260311,Annual,2,Approved,2026
1551,LEV001551,310,20250330,20250403,Sick,5,Approved,2025
1552,LEV001553,310,20260214,20260216,Annual,3,Approved,2026
1553,LEV001552,310,20260609,20260612,Unpaid,4,Approved,2026
1554,LEV001554,311,20250330,20250330,Unpaid,1,Approved,2025
1555,LEV001555,311,20260420,20260424,Other,5,Approved,2026
1556,LEV001556,312,20240507,20240510,Annual,4,Approved,2024
1557,LEV001557,312,20240620,20240625,Other,6,Approved,2024
1558,LEV001558,312,20250715,20250718,Annual,4,Approved,2025
1559,LEV001559,312,20260111,20260118,Annual,8,Rejected,2026
1560,LEV001561,312,20260126,20260201,Annual,7,Approved,2026
1561,LEV001560,312,20260131,20260206,Annual,7,Pending,2026
1562,LEV001563,313,20250623,20250625,Annual,3,Approved,2025
1563,LEV001564,313,20251025,20251031,Other,7,Approved,2025
1564,LEV001562,313,20251106,20251106,Sick,1,Approved,2025
1565,LEV001565,313,20260219,20260223,Sick,5,Approved,2026
1566,LEV001566,313,20260505,20260505,Unpaid,1,Approved,2026
1567,LEV001567,314,20251028,20251102,Annual,6,Approved,2025
1568,LEV001569,314,20260606,20260608,Sick,3,Approved,2026
1569,LEV001568,314,20260619,20260622,Annual,4,Approved,2026
1570,LEV001570,315,20240123,20240125,Annual,3,Approved,2024
1571,LEV001571,315,20240228,20240303,Annual,5,Rejected,2024
1572,LEV001573,316,20240504,20240504,Annual,1,Approved,2024
1573,LEV001572,316,20240605,20240609,Annual,5,Approved,2024
1574,LEV001574,316,20250621,20250628,Annual,8,Approved,2025
1575,LEV001575,316,20250819,20250819,Annual,1,Rejected,2025
1576,LEV001577,316,20251021,20251024,Annual,4,Pending,2025
1577,LEV001576,316,20251223,20251224,Sick,2,Approved,2025
1578,LEV001579,316,20260104,20260105,Sick,2,Approved,2026
1579,LEV001578,316,20260319,20260328,Annual,10,Approved,2026
1580,LEV001580,317,20240706,20240710,Annual,5,Approved,2024
1581,LEV001581,317,20250407,20250411,Sick,5,Approved,2025
1582,LEV001582,318,20240520,20240522,Annual,3,Approved,2024
1583,LEV001583,318,20250409,20250414,Unpaid,6,Approved,2025
1584,LEV001584,318,20250814,20250814,Annual,1,Rejected,2025
1585,LEV001586,318,20260308,20260310,Sick,3,Approved,2026
1586,LEV001585,318,20260515,20260521,Annual,7,Approved,2026
1587,LEV001588,319,20250102,20250104,Sick,3,Approved,2025
1588,LEV001589,319,20250102,20250106,Annual,5,Approved,2025
1589,LEV001587,319,20250104,20250107,Annual,4,Approved,2025
1590,LEV001591,320,20240112,20240112,Sick,1,Approved,2024
1591,LEV001590,320,20240506,20240509,Annual,4,Approved,2024
1592,LEV001592,320,20240522,20240530,Annual,9,Approved,2024
1593,LEV001594,320,20250104,20250105,Sick,2,Approved,2025
1594,LEV001593,320,20251208,20251212,Sick,5,Approved,2025
1595,LEV001595,320,20260122,20260129,Annual,8,Approved,2026
1596,LEV001597,321,20240118,20240120,Sick,3,Rejected,2024
1597,LEV001598,321,20240604,20240610,Annual,7,Approved,2024
1598,LEV001596,321,20241119,20241124,Annual,6,Approved,2024
1599,LEV001600,321,20250601,20250605,Annual,5,Approved,2025
1600,LEV001599,321,20251231,20251231,Annual,1,Approved,2025
1601,LEV001603,321,20260112,20260115,Sick,4,Approved,2026
1602,LEV001601,321,20260322,20260324,Annual,3,Approved,2026
1603,LEV001602,321,20260621,20260627,Annual,7,Approved,2026
1604,LEV001604,322,20240905,20240907,Other,3,Approved,2024
1605,LEV001605,322,20240929,20241002,Annual,4,Approved,2024
1606,LEV001606,322,20250218,20250224,Unpaid,7,Approved,2025
1607,LEV001607,322,20250611,20250611,Annual,1,Approved,2025
1608,LEV001608,322,20250711,20250711,Annual,1,Rejected,2025
1609,LEV001609,322,20260411,20260415,Annual,5,Approved,2026
1610,LEV001610,322,20260503,20260503,Annual,1,Approved,2026
1611,LEV001611,323,20240108,20240110,Annual,3,Approved,2024
1612,LEV001613,323,20240501,20240503,Unpaid,3,Approved,2024
1613,LEV001612,323,20240519,20240522,Unpaid,4,Approved,2024
1614,LEV001616,323,20260204,20260204,Unpaid,1,Approved,2026
1615,LEV001614,323,20260306,20260311,Annual,6,Approved,2026
1616,LEV001615,323,20260321,20260324,Annual,4,Approved,2026
1617,LEV001617,324,20240108,20240111,Unpaid,4,Approved,2024
1618,LEV001618,324,20240108,20240117,Annual,10,Approved,2024
1619,LEV001620,325,20240420,20240424,Sick,5,Approved,2024
1620,LEV001619,325,20240523,20240526,Annual,4,Approved,2024
1621,LEV001621,325,20250601,20250608,Annual,8,Approved,2025
1622,LEV001622,325,20251018,20251023,Annual,6,Approved,2025
1623,LEV001623,325,20260315,20260321,Annual,7,Approved,2026
1624,LEV001624,326,20240611,20240620,Annual,10,Approved,2024
1625,LEV001625,326,20241212,20241231,Paternity,20,Approved,2024
1626,LEV001626,326,20250819,20250824,Annual,6,Approved,2025
1627,LEV001627,326,20250911,20250912,Sick,2,Approved,2025
1628,LEV001631,326,20260114,20260116,Annual,3,Approved,2026
1629,LEV001630,326,20260403,20260408,Annual,6,Rejected,2026
1630,LEV001632,326,20260426,20260428,Sick,3,Approved,2026
1631,LEV001628,326,20260610,20260612,Sick,3,Approved,2026
1632,LEV001629,326,20260627,20260629,Sick,3,Approved,2026
1633,LEV001634,327,20240512,20240517,Annual,6,Approved,2024
1634,LEV001635,327,20240526,20240604,Annual,10,Pending,2024
1635,LEV001636,327,20240725,20240729,Sick,5,Approved,2024
1636,LEV001633,327,20241118,20241127,Annual,10,Approved,2024
1637,LEV001637,327,20260118,20260123,Annual,6,Pending,2026
1638,LEV001639,328,20240928,20241007,Annual,10,Approved,2024
1639,LEV001638,328,20241018,20241018,Annual,1,Approved,2024
1640,LEV001641,328,20260109,20260118,Annual,10,Approved,2026
1641,LEV001640,328,20260124,20260125,Annual,2,Approved,2026
1642,LEV001642,329,20240613,20240613,Sick,1,Approved,2024
1643,LEV001643,329,20241108,20241108,Sick,1,Approved,2024
1644,LEV001644,329,20250628,20250629,Sick,2,Approved,2025
1645,LEV001645,329,20260306,20260308,Sick,3,Approved,2026
1646,LEV001646,329,20260507,20260510,Annual,4,Approved,2026
1647,LEV001647,330,20240204,20240208,Annual,5,Approved,2024
1648,LEV001651,330,20250418,20250418,Sick,1,Approved,2025
1649,LEV001649,330,20250624,20250702,Annual,9,Approved,2025
1650,LEV001650,330,20251105,20251107,Sick,3,Approved,2025
1651,LEV001648,330,20251124,20251202,Annual,9,Approved,2025
1652,LEV001652,330,20260202,20260207,Other,6,Approved,2026
1653,LEV001653,331,20240911,20240913,Annual,3,Approved,2024
1654,LEV001655,331,20250203,20250210,Annual,8,Approved,2025
1655,LEV001654,331,20250212,20250221,Annual,10,Approved,2025
1656,LEV001656,331,20260503,20260507,Annual,5,Rejected,2026
1657,LEV001657,331,20260614,20260621,Annual,8,Approved,2026
1658,LEV001660,332,20250110,20250119,Annual,10,Approved,2025
1659,LEV001661,332,20250131,20250131,Annual,1,Approved,2025
1660,LEV001659,332,20250228,20250228,Sick,1,Approved,2025
1661,LEV001658,332,20250318,20250320,Annual,3,Approved,2025
1662,LEV001665,333,20240222,20240224,Annual,3,Approved,2024
1663,LEV001662,333,20240324,20240326,Annual,3,Approved,2024
1664,LEV001663,333,20240811,20240815,Annual,5,Approved,2024
1665,LEV001664,333,20240920,20240922,Sick,3,Approved,2024
1666,LEV001667,333,20250216,20250222,Annual,7,Approved,2025
1667,LEV001666,333,20250505,20250505,Annual,1,Approved,2025
1668,LEV001668,333,20260212,20260217,Unpaid,6,Approved,2026
1669,LEV001669,333,20260504,20260507,Sick,4,Approved,2026
1670,LEV001670,333,20260509,20260510,Annual,2,Approved,2026
1671,LEV001671,334,20240615,20240619,Sick,5,Approved,2024
1672,LEV001672,334,20250115,20250118,Annual,4,Rejected,2025
1673,LEV001673,334,20250811,20250813,Other,3,Approved,2025
1674,LEV001674,335,20240520,20240527,Annual,8,Approved,2024
1675,LEV001675,335,20241221,20241225,Unpaid,5,Approved,2024
1676,LEV001677,335,20250228,20250228,Sick,1,Pending,2025
1677,LEV001679,335,20250506,20250513,Annual,8,Rejected,2025
1678,LEV001678,335,20250712,20250718,Annual,7,Approved,2025
1679,LEV001680,335,20251115,20251116,Sick,2,Approved,2025
1680,LEV001676,335,20251126,20251128,Unpaid,3,Approved,2025
1681,LEV001682,335,20260319,20260324,Annual,6,Rejected,2026
1682,LEV001681,335,20260503,20260509,Other,7,Approved,2026
1683,LEV001683,335,20260513,20260517,Sick,5,Approved,2026
1684,LEV001684,336,20241225,20241231,Annual,7,Approved,2024
1685,LEV001685,336,20250725,20250729,Annual,5,Approved,2025
1686,LEV001686,336,20250824,20250831,Annual,8,Approved,2025
1687,LEV001687,337,20240512,20240514,Sick,3,Approved,2024
1688,LEV001688,337,20250613,20250614,Annual,2,Approved,2025
1689,LEV001691,337,20250722,20250722,Annual,1,Pending,2025
1690,LEV001690,337,20251016,20251025,Annual,10,Approved,2025
1691,LEV001689,337,20251217,20251220,Annual,4,Rejected,2025
1692,LEV001692,337,20260131,20260208,Annual,9,Approved,2026
1693,LEV001693,338,20240608,20240610,Sick,3,Pending,2024
1694,LEV001694,338,20240713,20240715,Annual,3,Approved,2024
1695,LEV001696,338,20250127,20250202,Annual,7,Approved,2025
1696,LEV001695,338,20251219,20251225,Annual,7,Approved,2025
1697,LEV001697,338,20260131,20260203,Unpaid,4,Approved,2026
1698,LEV001699,338,20260206,20260210,Annual,5,Approved,2026
1699,LEV001698,338,20260409,20260410,Annual,2,Approved,2026
1700,LEV001701,338,20260519,20260520,Sick,2,Approved,2026
1701,LEV001700,338,20260610,20260617,Annual,8,Approved,2026
1702,LEV001702,339,20251021,20251025,Annual,5,Approved,2025
1703,LEV001704,339,20260506,20260506,Annual,1,Approved,2026
1704,LEV001703,339,20260620,20260620,Unpaid,1,Approved,2026
1705,LEV001705,340,20240312,20240316,Annual,5,Approved,2024
1706,LEV001706,340,20240927,20240930,Sick,4,Approved,2024
1707,LEV001707,340,20250331,20250331,Other,1,Approved,2025
1708,LEV001710,340,20250702,20250703,Sick,2,Approved,2025
1709,LEV001709,340,20251203,20251209,Annual,7,Approved,2025
1710,LEV001708,340,20251213,20251218,Annual,6,Pending,2025
1711,LEV001711,340,20260311,20260316,Annual,6,Approved,2026
1712,LEV001712,341,20241122,20241123,Sick,2,Approved,2024
1713,LEV001713,341,20250403,20250409,Annual,7,Approved,2025
1714,LEV001714,341,20260112,20260115,Annual,4,Approved,2026
1715,LEV001715,342,20241116,20241123,Annual,8,Approved,2024
1716,LEV001716,342,20250724,20250802,Annual,10,Approved,2025
1717,LEV001717,342,20250805,20250809,Sick,5,Approved,2025
1718,LEV001720,342,20260206,20260207,Annual,2,Approved,2026
1719,LEV001718,342,20260529,20260601,Sick,4,Approved,2026
1720,LEV001719,342,20260629,20260630,Sick,2,Approved,2026
1721,LEV001721,343,20241020,20241022,Other,3,Approved,2024
1722,LEV001724,343,20250801,20250804,Annual,4,Approved,2025
1723,LEV001723,343,20251203,20251204,Annual,2,Approved,2025
1724,LEV001722,343,20251226,20251231,Annual,6,Approved,2025
1725,LEV001725,344,20240922,20240923,Sick,2,Approved,2024
1726,LEV001726,344,20251108,20251108,Annual,1,Approved,2025
1727,LEV001727,344,20260102,20260103,Sick,2,Approved,2026
1728,LEV001729,344,20260228,20260307,Annual,8,Approved,2026
1729,LEV001728,344,20260331,20260405,Unpaid,6,Approved,2026
1730,LEV001730,344,20260425,20260503,Annual,9,Approved,2026
1731,LEV001734,345,20240127,20240202,Annual,7,Approved,2024
1732,LEV001732,345,20240408,20240416,Annual,9,Approved,2024
1733,LEV001731,345,20240418,20240420,Annual,3,Approved,2024
1734,LEV001733,345,20240910,20240914,Other,5,Approved,2024
1735,LEV001735,345,20250311,20250530,Maternity,81,Approved,2025
1736,LEV001736,345,20251223,20251231,Annual,9,Approved,2025
1737,LEV001737,346,20240721,20240725,Annual,5,Approved,2024
1738,LEV001739,346,20250128,20250130,Sick,3,Approved,2025
1739,LEV001740,346,20250816,20250820,Annual,5,Approved,2025
1740,LEV001738,346,20251105,20251109,Unpaid,5,Approved,2025
1741,LEV001741,347,20241102,20241109,Annual,8,Approved,2024
1742,LEV001742,347,20250411,20250412,Sick,2,Approved,2025
1743,LEV001743,347,20250718,20250721,Sick,4,Approved,2025
1744,LEV001744,348,20241209,20241214,Annual,6,Approved,2024
1745,LEV001745,348,20251113,20251113,Annual,1,Approved,2025
1746,LEV001746,348,20251215,20251218,Unpaid,4,Approved,2025
1747,LEV001747,348,20251218,20251219,Annual,2,Approved,2025
1748,LEV001751,348,20260115,20260116,Annual,2,Approved,2026
1749,LEV001748,348,20260209,20260215,Annual,7,Approved,2026
1750,LEV001750,348,20260619,20260619,Annual,1,Approved,2026
1751,LEV001749,348,20260625,20260630,Annual,6,Approved,2026
1752,LEV001752,349,20260323,20260401,Annual,10,Approved,2026
1753,LEV001753,349,20260503,20260511,Annual,9,Approved,2026
1754,LEV001754,350,20240122,20240126,Sick,5,Rejected,2024
1755,LEV001755,350,20250227,20250304,Annual,6,Pending,2025
1756,LEV001756,350,20250507,20250624,Paternity,49,Approved,2025
1757,LEV001758,350,20250524,20250526,Annual,3,Approved,2025
1758,LEV001757,350,20250824,20250830,Annual,7,Approved,2025
1759,LEV001759,350,20250903,20250925,Paternity,23,Approved,2025
