attendance_key,attendance_id,employee_key,attendance_month_key,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours,attendance_rate,absence_rate
12865,ATT012865,512,20240801,22,20,2,0,16,6.4,0.9091,0.0909
12866,ATT012866,512,20240901,21,19,2,0,13,4.1,0.9048,0.0952
12867,ATT012867,512,20241001,23,20,3,1,15,4.1,0.8696,0.1304
12868,ATT012868,512,20241101,21,21,0,0,16,2.6,1.0,0.0
12869,ATT012869,512,20241201,22,20,2,1,20,0.0,0.9091,0.0909
12870,ATT012870,512,20250101,23,22,1,1,21,8.6,0.9565,0.0435
12871,ATT012871,512,20250201,20,17,3,0,17,0.0,0.85,0.15
12872,ATT012872,512,20250301,21,21,0,0,18,0.0,1.0,0.0
12873,ATT012873,512,20250401,22,19,3,0,18,0.0,0.8636,0.1364
12874,ATT012874,512,20250501,22,20,2,2,19,0.1,0.9091,0.0909
12875,ATT012875,512,20250601,21,20,1,1,19,6.2,0.9524,0.0476
12876,ATT012876,512,20250701,23,19,4,1,17,6.8,0.8261,0.1739
12877,ATT012877,512,20250801,21,18,3,0,12,4.4,0.8571,0.1429
12878,ATT012878,512,20250901,22,21,1,2,17,3.2,0.9545,0.0455
12879,ATT012879,512,20251001,23,21,2,0,18,0.0,0.913,0.087
12880,ATT012880,512,20251101,20,19,1,0,19,4.5,0.95,0.05
12881,ATT012881,512,20251201,23,20,3,1,18,9.1,0.8696,0.1304
12882,ATT012882,512,20260101,22,20,2,0,15,4.2,0.9091,0.0909
12883,ATT012883,512,20260201,20,17,3,1,11,6.8,0.85,0.15
12884,ATT012884,512,20260301,22,19,3,1,15,5.4,0.8636,0.1364
12885,ATT012885,512,20260401,22,19,3,0,18,8.2,0.8636,0.1364
12886,ATT012886,512,20260501,21,19,2,1,16,0.0,0.9048,0.0952
12887,ATT012887,512,20260601,22,21,1,0,16,5.4,0.9545,0.0455
12888,ATT012888,513,20240101,23,21,2,0,5,0.0,0.913,0.087
12889,ATT012889,513,20240201,21,21,0,2,2,0.0,1.0,0.0
12890,ATT012890,513,20240301,21,19,2,0,4,6.5,0.9048,0.0952
12891,ATT012891,513,20240401,22,22,0,0,0,5.0,1.0,0.0
12892,ATT012892,513,20240501,23,22,1,2,2,2.8,0.9565,0.0435
12893,ATT012893,513,20240601,20,18,2,1,0,6.8,0.9,0.1
12894,ATT012894,513,20240701,23,23,0,0,3,7.8,1.0,0.0
12895,ATT012895,513,20240801,22,19,3,4,2,0.0,0.8636,0.1364
12896,ATT012896,513,20240901,21,20,1,2,0,0.0,0.9524,0.0476
12897,ATT012897,513,20241001,23,21,2,1,5,0.3,0.913,0.087
12898,ATT012898,513,20241101,21,19,2,1,1,7.8,0.9048,0.0952
12899,ATT012899,513,20241201,22,18,4,1,0,1.0,0.8182,0.1818
12900,ATT012900,513,20250101,23,22,1,0,3,4.2,0.9565,0.0435
12901,ATT012901,513,20250201,20,19,1,0,3,0.0,0.95,0.05
12902,ATT012902,513,20250301,21,20,1,1,2,1.0,0.9524,0.0476
12903,ATT012903,513,20250401,22,21,1,0,4,0.0,0.9545,0.0455
12904,ATT012904,513,20250501,22,20,2,1,2,8.0,0.9091,0.0909
12905,ATT012905,513,20250601,21,17,4,0,3,10.8,0.8095,0.1905
12906,ATT012906,513,20250701,23,22,1,0,2,2.2,0.9565,0.0435
12907,ATT012907,513,20250801,21,19,2,1,1,0.0,0.9048,0.0952
12908,ATT012908,513,20250901,22,19,3,0,2,7.0,0.8636,0.1364
12909,ATT012909,513,20251001,23,20,3,2,2,11.9,0.8696,0.1304
12910,ATT012910,513,20251101,20,18,2,0,0,9.8,0.9,0.1
12911,ATT012911,513,20251201,23,22,1,1,2,0.0,0.9565,0.0435
12912,ATT012912,513,20260101,22,17,5,0,3,0.0,0.7727,0.2273
12913,ATT012913,513,20260201,20,16,4,0,2,0.0,0.8,0.2
12914,ATT012914,513,20260301,22,20,2,2,0,1.9,0.9091,0.0909
12915,ATT012915,513,20260401,22,21,1,0,1,1.2,0.9545,0.0455
12916,ATT012916,513,20260501,21,20,1,2,2,0.0,0.9524,0.0476
12917,ATT012917,513,20260601,22,22,0,1,2,2.9,1.0,0.0
12918,ATT012918,514,20240101,23,23,0,0,8,11.7,1.0,0.0
12919,ATT012919,514,20240201,21,20,1,1,7,8.9,0.9524,0.0476
12920,ATT012920,514,20240301,21,20,1,1,10,8.2,0.9524,0.0476
12921,ATT012921,514,20240401,22,20,2,1,9,6.7,0.9091,0.0909
12922,ATT012922,514,20240501,23,21,2,1,7,3.1,0.913,0.087
12923,ATT012923,514,20240601,20,20,0,1,9,0.0,1.0,0.0
12924,ATT012924,514,20240701,23,21,2,0,8,0.4,0.913,0.087
12925,ATT012925,514,20240801,22,19,3,0,10,0.9,0.8636,0.1364
12926,ATT012926,514,20240901,21,18,3,2,11,9.2,0.8571,0.1429
12927,ATT012927,514,20241001,23,22,1,1,7,0.8,0.9565,0.0435
12928,ATT012928,514,20241101,21,19,2,2,15,9.2,0.9048,0.0952
12929,ATT012929,514,20241201,22,22,0,0,12,6.0,1.0,0.0
12930,ATT012930,514,20250101,23,21,2,0,8,2.4,0.913,0.087
12931,ATT012931,514,20250201,20,19,1,0,9,3.6,0.95,0.05
12932,ATT012932,514,20250301,21,19,2,0,13,1.2,0.9048,0.0952
12933,ATT012933,514,20250401,22,19,3,0,6,7.1,0.8636,0.1364
12934,ATT012934,514,20250501,22,19,3,0,9,1.3,0.8636,0.1364
12935,ATT012935,514,20250601,21,21,0,0,7,4.8,1.0,0.0
12936,ATT012936,514,20250701,23,20,3,1,16,9.9,0.8696,0.1304
12937,ATT012937,514,20250801,21,18,3,0,10,0.0,0.8571,0.1429
12938,ATT012938,514,20250901,22,21,1,2,9,0.9,0.9545,0.0455
12939,ATT012939,514,20251001,23,23,0,1,10,2.5,1.0,0.0
12940,ATT012940,514,20251101,20,17,3,0,10,3.0,0.85,0.15
12941,ATT012941,514,20251201,23,22,1,0,13,13.9,0.9565,0.0435
12942,ATT012942,514,20260101,22,21,1,0,10,11.9,0.9545,0.0455
12943,ATT012943,514,20260201,20,18,2,0,5,6.1,0.9,0.1
12944,ATT012944,514,20260301,22,18,4,0,10,8.2,0.8182,0.1818
12945,ATT012945,514,20260401,22,20,2,0,7,8.1,0.9091,0.0909
12946,ATT012946,514,20260501,21,19,2,1,10,0.0,0.9048,0.0952
12947,ATT012947,514,20260601,22,20,2,0,8,0.0,0.9091,0.0909
12948,ATT012948,515,20240101,23,22,1,2,2,0.1,0.9565,0.0435
12949,ATT012949,515,20240201,21,20,1,0,1,2.7,0.9524,0.0476
12950,ATT012950,515,20240301,21,20,1,1,0,2.7,0.9524,0.0476
12951,ATT012951,515,20240401,22,20,2,0,1,0.8,0.9091,0.0909
12952,ATT012952,515,20240501,23,21,2,1,4,5.4,0.913,0.087
12953,ATT012953,515,20240601,20,19,1,0,2,0.0,0.95,0.05
12954,ATT012954,515,20240701,23,22,1,1,5,9.1,0.9565,0.0435
12955,ATT012955,515,20240801,22,20,2,0,1,9.1,0.9091,0.0909
12956,ATT012956,515,20240901,21,20,1,1,1,3.8,0.9524,0.0476
12957,ATT012957,515,20241001,23,22,1,1,1,0.0,0.9565,0.0435
12958,ATT012958,515,20241101,21,20,1,1,0,9.0,0.9524,0.0476
12959,ATT012959,515,20241201,22,20,2,1,0,4.6,0.9091,0.0909
12960,ATT012960,515,20250101,23,22,1,1,0,6.4,0.9565,0.0435
12961,ATT012961,515,20250201,20,20,0,0,1,0.9,1.0,0.0
12962,ATT012962,515,20250301,21,17,4,0,0,2.2,0.8095,0.1905
12963,ATT012963,515,20250401,22,22,0,1,2,7.4,1.0,0.0
12964,ATT012964,515,20250501,22,20,2,1,1,0.0,0.9091,0.0909
12965,ATT012965,515,20250601,21,19,2,0,2,3.6,0.9048,0.0952
12966,ATT012966,515,20250701,23,22,1,1,3,0.0,0.9565,0.0435
12967,ATT012967,515,20250801,21,20,1,1,1,0.0,0.9524,0.0476
12968,ATT012968,515,20250901,22,22,0,3,2,10.0,1.0,0.0
12969,ATT012969,515,20251001,23,22,1,1,5,4.8,0.9565,0.0435
12970,ATT012970,515,20251101,20,20,0,0,2,2.5,1.0,0.0
12971,ATT012971,515,20251201,23,21,2,0,3,5.6,0.913,0.087
12972,ATT012972,515,20260101,22,20,2,0,1,0.3,0.9091,0.0909
12973,ATT012973,515,20260201,20,19,1,0,4,6.9,0.95,0.05
12974,ATT012974,515,20260301,22,22,0,0,2,12.4,1.0,0.0
12975,ATT012975,515,20260401,22,22,0,0,1,3.3,1.0,0.0
12976,ATT012976,515,20260501,21,18,3,0,4,8.8,0.8571,0.1429
12977,ATT012977,515,20260601,22,18,4,0,0,8.5,0.8182,0.1818
12978,ATT012978,516,20240101,23,23,0,0,0,5.7,1.0,0.0
12979,ATT012979,516,20240201,21,20,1,1,0,5.1,0.9524,0.0476
12980,ATT012980,516,20240301,21,21,0,1,0,8.1,1.0,0.0
12981,ATT012981,516,20240401,22,20,2,0,2,3.6,0.9091,0.0909
12982,ATT012982,516,20240501,23,22,1,1,0,10.8,0.9565,0.0435
12983,ATT012983,516,20240601,20,19,1,0,0,3.8,0.95,0.05
12984,ATT012984,516,20240701,23,23,0,0,1,7.5,1.0,0.0
12985,ATT012985,516,20240801,22,22,0,1,1,2.4,1.0,0.0
12986,ATT012986,516,20240901,21,21,0,2,3,9.5,1.0,0.0
12987,ATT012987,516,20241001,23,22,1,0,3,7.3,0.9565,0.0435
12988,ATT012988,516,20241101,21,19,2,1,0,6.0,0.9048,0.0952
12989,ATT012989,516,20241201,22,21,1,0,4,9.5,0.9545,0.0455
12990,ATT012990,516,20250101,23,22,1,0,0,8.2,0.9565,0.0435
12991,ATT012991,516,20250201,20,19,1,0,2,3.1,0.95,0.05
12992,ATT012992,516,20250301,21,21,0,0,0,6.0,1.0,0.0
12993,ATT012993,516,20250401,22,21,1,0,2,7.2,0.9545,0.0455
12994,ATT012994,516,20250501,22,22,0,0,2,11.9,1.0,0.0
12995,ATT012995,516,20250601,21,19,2,1,1,7.8,0.9048,0.0952
12996,ATT012996,516,20250701,23,23,0,0,0,6.2,1.0,0.0
12997,ATT012997,516,20250801,21,21,0,0,1,4.0,1.0,0.0
12998,ATT012998,516,20250901,22,21,1,0,1,6.3,0.9545,0.0455
12999,ATT012999,516,20251001,23,21,2,0,0,3.6,0.913,0.087
13000,ATT013000,516,20251101,20,20,0,0,0,5.1,1.0,0.0
13001,ATT013001,516,20251201,23,23,0,0,2,12.8,1.0,0.0
13002,ATT013002,516,20260101,22,22,0,0,0,7.0,1.0,0.0
13003,ATT013003,516,20260201,20,19,1,0,0,10.9,0.95,0.05
13004,ATT013004,516,20260301,22,19,3,0,0,7.4,0.8636,0.1364
13005,ATT013005,516,20260401,22,19,3,0,3,7.0,0.8636,0.1364
13006,ATT013006,516,20260501,21,20,1,0,2,3.3,0.9524,0.0476
13007,ATT013007,516,20260601,22,21,1,0,5,13.4,0.9545,0.0455
13008,ATT013008,517,20240101,23,22,1,0,16,5.4,0.9565,0.0435
13009,ATT013009,517,20240201,21,19,2,1,16,6.3,0.9048,0.0952
13010,ATT013010,517,20240301,21,18,3,1,16,5.8,0.8571,0.1429
13011,ATT013011,517,20240401,22,20,2,1,16,4.3,0.9091,0.0909
13012,ATT013012,517,20240501,23,22,1,0,18,0.0,0.9565,0.0435
13013,ATT013013,517,20240601,20,19,1,1,14,1.5,0.95,0.05
13014,ATT013014,517,20240701,23,21,2,2,18,9.1,0.913,0.087
13015,ATT013015,517,20240801,22,19,3,0,14,1.1,0.8636,0.1364
13016,ATT013016,517,20240901,21,20,1,2,13,4.3,0.9524,0.0476
13017,ATT013017,517,20241001,23,22,1,0,17,10.6,0.9565,0.0435
13018,ATT013018,517,20241101,21,21,0,0,18,0.5,1.0,0.0
13019,ATT013019,517,20241201,22,21,1,0,18,0.0,0.9545,0.0455
13020,ATT013020,517,20250101,23,23,0,0,23,1.5,1.0,0.0
13021,ATT013021,517,20250201,20,18,2,0,13,8.1,0.9,0.1
13022,ATT013022,517,20250301,21,20,1,0,15,1.4,0.9524,0.0476
13023,ATT013023,517,20250401,22,22,0,0,15,0.0,1.0,0.0
13024,ATT013024,517,20250501,22,21,1,0,16,9.4,0.9545,0.0455
13025,ATT013025,517,20250601,21,20,1,2,18,3.2,0.9524,0.0476
13026,ATT013026,517,20250701,23,23,0,0,21,2.9,1.0,0.0
13027,ATT013027,517,20250801,21,20,1,0,15,10.1,0.9524,0.0476
13028,ATT013028,517,20250901,22,21,1,0,16,9.7,0.9545,0.0455
13029,ATT013029,517,20251001,23,21,2,0,13,7.2,0.913,0.087
13030,ATT013030,517,20251101,20,20,0,0,12,0.0,1.0,0.0
13031,ATT013031,517,20251201,23,21,2,0,17,1.4,0.913,0.087
13032,ATT013032,517,20260101,22,21,1,0,14,11.9,0.9545,0.0455
13033,ATT013033,517,20260201,20,17,3,0,12,0.0,0.85,0.15
13034,ATT013034,517,20260301,22,20,2,0,17,1.2,0.9091,0.0909
13035,ATT013035,517,20260401,22,20,2,2,15,5.9,0.9091,0.0909
13036,ATT013036,517,20260501,21,20,1,1,18,9.1,0.9524,0.0476
13037,ATT013037,517,20260601,22,21,1,1,21,4.0,0.9545,0.0455
13038,ATT013038,518,20240101,23,22,1,1,7,5.8,0.9565,0.0435
13039,ATT013039,518,20240201,21,19,2,0,9,4.5,0.9048,0.0952
13040,ATT013040,518,20240301,21,19,2,1,9,5.7,0.9048,0.0952
13041,ATT013041,518,20240401,22,21,1,0,7,8.1,0.9545,0.0455
13042,ATT013042,518,20240501,23,21,2,0,9,3.0,0.913,0.087
13043,ATT013043,518,20240601,20,19,1,2,6,7.2,0.95,0.05
13044,ATT013044,518,20240701,23,21,2,1,12,4.6,0.913,0.087
13045,ATT013045,518,20240801,22,19,3,1,8,12.4,0.8636,0.1364
13046,ATT013046,518,20240901,21,20,1,0,6,6.8,0.9524,0.0476
13047,ATT013047,518,20241001,23,20,3,0,9,4.7,0.8696,0.1304
13048,ATT013048,518,20241101,21,21,0,0,9,2.3,1.0,0.0
13049,ATT013049,518,20241201,22,20,2,0,8,2.2,0.9091,0.0909
13050,ATT013050,518,20250101,23,23,0,0,11,4.4,1.0,0.0
13051,ATT013051,518,20250201,20,17,3,1,8,8.4,0.85,0.15
13052,ATT013052,518,20250301,21,20,1,0,6,2.5,0.9524,0.0476
13053,ATT013053,518,20250401,22,20,2,1,6,0.0,0.9091,0.0909
13054,ATT013054,518,20250501,22,20,2,0,9,10.3,0.9091,0.0909
13055,ATT013055,518,20250601,21,20,1,0,11,5.0,0.9524,0.0476
13056,ATT013056,518,20250701,23,22,1,1,12,2.2,0.9565,0.0435
13057,ATT013057,518,20250801,21,19,2,0,2,9.6,0.9048,0.0952
13058,ATT013058,518,20250901,22,22,0,0,5,0.1,1.0,0.0
13059,ATT013059,518,20251001,23,21,2,0,9,3.3,0.913,0.087
13060,ATT013060,518,20251101,20,19,1,0,8,5.2,0.95,0.05
13061,ATT013061,518,20251201,23,23,0,0,8,1.6,1.0,0.0
13062,ATT013062,518,20260101,22,22,0,1,10,8.2,1.0,0.0
13063,ATT013063,518,20260201,20,20,0,0,5,6.3,1.0,0.0
13064,ATT013064,518,20260301,22,22,0,0,11,0.0,1.0,0.0
13065,ATT013065,518,20260401,22,20,2,1,16,3.4,0.9091,0.0909
13066,ATT013066,518,20260501,21,21,0,2,10,3.8,1.0,0.0
13067,ATT013067,518,20260601,22,20,2,0,9,0.2,0.9091,0.0909
13068,ATT013068,519,20240101,23,23,0,2,2,8.2,1.0,0.0
13069,ATT013069,519,20240201,21,21,0,0,3,0.0,1.0,0.0
13070,ATT013070,519,20240301,21,20,1,1,2,0.9,0.9524,0.0476
13071,ATT013071,519,20240401,22,21,1,0,2,3.6,0.9545,0.0455
13072,ATT013072,519,20240501,23,23,0,0,2,3.3,1.0,0.0
13073,ATT013073,519,20240601,20,20,0,0,2,7.9,1.0,0.0
13074,ATT013074,519,20240701,23,22,1,0,2,3.6,0.9565,0.0435
13075,ATT013075,519,20240801,22,21,1,0,2,12.0,0.9545,0.0455
13076,ATT013076,519,20240901,21,20,1,0,3,8.8,0.9524,0.0476
13077,ATT013077,519,20241001,23,23,0,0,4,1.3,1.0,0.0
13078,ATT013078,519,20241101,21,20,1,0,2,9.9,0.9524,0.0476
13079,ATT013079,519,20241201,22,22,0,0,1,3.0,1.0,0.0
13080,ATT013080,519,20250101,23,23,0,1,5,6.8,1.0,0.0
13081,ATT013081,519,20250201,20,20,0,0,3,1.6,1.0,0.0
13082,ATT013082,519,20250301,21,19,2,0,2,2.2,0.9048,0.0952
13083,ATT013083,519,20250401,22,22,0,0,0,10.5,1.0,0.0
13084,ATT013084,519,20250501,22,21,1,0,0,6.1,0.9545,0.0455
13085,ATT013085,519,20250601,21,19,2,1,1,8.2,0.9048,0.0952
13086,ATT013086,519,20250701,23,22,1,1,0,9.0,0.9565,0.0435
13087,ATT013087,519,20250801,21,20,1,0,3,2.6,0.9524,0.0476
13088,ATT013088,519,20250901,22,22,0,0,4,0.9,1.0,0.0
13089,ATT013089,519,20251001,23,22,1,0,2,13.4,0.9565,0.0435
13090,ATT013090,519,20251101,20,19,1,1,2,9.7,0.95,0.05
13091,ATT013091,519,20251201,23,23,0,0,8,1.7,1.0,0.0
13092,ATT013092,519,20260101,22,20,2,0,0,9.4,0.9091,0.0909
13093,ATT013093,519,20260201,20,19,1,0,3,6.9,0.95,0.05
13094,ATT013094,519,20260301,22,20,2,0,0,0.5,0.9091,0.0909
13095,ATT013095,519,20260401,22,22,0,0,2,5.5,1.0,0.0
13096,ATT013096,519,20260501,21,20,1,0,2,8.9,0.9524,0.0476
13097,ATT013097,519,20260601,22,22,0,0,0,5.5,1.0,0.0
13098,ATT013098,520,20240101,23,21,2,1,10,3.8,0.913,0.087
13099,ATT013099,520,20240201,21,18,3,4,6,0.0,0.8571,0.1429
13100,ATT013100,520,20240301,21,14,7,0,4,7.7,0.6667,0.3333
13101,ATT013101,520,20240401,22,21,1,2,9,1.9,0.9545,0.0455
13102,ATT013102,520,20240501,23,16,7,2,5,8.0,0.6957,0.3043
13103,ATT013103,520,20240601,20,12,8,1,6,0.0,0.6,0.4
13104,ATT013104,520,20240701,23,18,5,1,10,3.2,0.7826,0.2174
13105,ATT013105,520,20240801,22,16,6,1,4,0.0,0.7273,0.2727
13106,ATT013106,520,20240901,21,17,4,0,6,0.3,0.8095,0.1905
13107,ATT013107,520,20241001,23,19,4,1,6,1.3,0.8261,0.1739
13108,ATT013108,520,20241101,21,17,4,0,4,8.7,0.8095,0.1905
13109,ATT013109,520,20241201,22,19,3,1,4,1.2,0.8636,0.1364
13110,ATT013110,520,20250101,23,21,2,0,10,0.0,0.913,0.087
13111,ATT013111,520,20250201,20,15,5,0,12,2.9,0.75,0.25
13112,ATT013112,520,20250301,21,15,6,0,1,1.4,0.7143,0.2857
13113,ATT013113,520,20250401,22,15,7,2,6,0.0,0.6818,0.3182
13114,ATT013114,520,20250501,22,18,4,2,11,8.6,0.8182,0.1818
13115,ATT013115,520,20250601,21,19,2,0,7,10.2,0.9048,0.0952
13116,ATT013116,520,20250701,23,15,8,1,4,3.8,0.6522,0.3478
13117,ATT013117,520,20250801,21,16,5,3,10,5.1,0.7619,0.2381
13118,ATT013118,520,20250901,22,17,5,1,4,6.7,0.7727,0.2273
13119,ATT013119,520,20251001,23,17,6,1,1,0.0,0.7391,0.2609
13120,ATT013120,520,20251101,20,18,2,3,10,1.0,0.9,0.1
13121,ATT013121,520,20251201,23,21,2,2,11,0.0,0.913,0.087
13122,ATT013122,520,20260101,22,20,2,2,11,2.3,0.9091,0.0909
13123,ATT013123,520,20260201,20,18,2,2,14,1.0,0.9,0.1
13124,ATT013124,520,20260301,22,20,2,0,8,0.0,0.9091,0.0909
13125,ATT013125,520,20260401,22,13,9,2,2,0.0,0.5909,0.4091
13126,ATT013126,520,20260501,21,17,4,1,6,5.6,0.8095,0.1905
13127,ATT013127,520,20260601,22,16,6,1,5,7.3,0.7273,0.2727
13128,ATT013128,521,20240101,23,20,3,1,5,2.5,0.8696,0.1304
13129,ATT013129,521,20240201,21,19,2,1,12,0.0,0.9048,0.0952
13130,ATT013130,521,20240301,21,19,2,2,9,14.3,0.9048,0.0952
13131,ATT013131,521,20240401,22,17,5,2,9,6.8,0.7727,0.2273
13132,ATT013132,521,20240501,23,22,1,3,12,3.2,0.9565,0.0435
13133,ATT013133,521,20240601,20,11,9,0,10,0.0,0.55,0.45
13134,ATT013134,521,20240701,23,17,6,1,5,0.0,0.7391,0.2609
13135,ATT013135,521,20240801,22,17,5,1,9,4.3,0.7727,0.2273
13136,ATT013136,521,20240901,21,14,7,1,3,1.4,0.6667,0.3333
13137,ATT013137,521,20241001,23,20,3,3,9,1.7,0.8696,0.1304
13138,ATT013138,521,20241101,21,16,5,0,5,5.7,0.7619,0.2381
13139,ATT013139,521,20241201,22,19,3,1,11,3.8,0.8636,0.1364
13140,ATT013140,521,20250101,23,18,5,0,4,2.3,0.7826,0.2174
13141,ATT013141,521,20250201,20,16,4,1,9,0.0,0.8,0.2
13142,ATT013142,521,20250301,21,18,3,2,5,4.2,0.8571,0.1429
13143,ATT013143,521,20250401,22,20,2,1,2,4.7,0.9091,0.0909
13144,ATT013144,521,20250501,22,17,5,1,15,3.6,0.7727,0.2273
13145,ATT013145,521,20250601,21,20,1,1,12,0.0,0.9524,0.0476
13146,ATT013146,521,20250701,23,18,5,1,7,8.3,0.7826,0.2174
13147,ATT013147,521,20250801,21,21,0,2,5,0.0,1.0,0.0
13148,ATT013148,521,20250901,22,19,3,2,7,5.4,0.8636,0.1364
13149,ATT013149,521,20251001,23,20,3,3,13,3.2,0.8696,0.1304
13150,ATT013150,521,20251101,20,16,4,0,5,3.8,0.8,0.2
13151,ATT013151,521,20251201,23,19,4,1,6,7.8,0.8261,0.1739
13152,ATT013152,521,20260101,22,20,2,0,7,5.8,0.9091,0.0909
13153,ATT013153,521,20260201,20,19,1,1,6,1.6,0.95,0.05
13154,ATT013154,521,20260301,22,17,5,3,8,0.0,0.7727,0.2273
13155,ATT013155,521,20260401,22,16,6,3,10,0.0,0.7273,0.2727
13156,ATT013156,521,20260501,21,18,3,0,7,0.0,0.8571,0.1429
13157,ATT013157,521,20260601,22,16,6,2,5,8.8,0.7273,0.2727
13158,ATT013158,522,20240501,23,21,2,0,19,13.6,0.913,0.087
13159,ATT013159,522,20240601,20,19,1,0,17,8.8,0.95,0.05
13160,ATT013160,522,20240701,23,16,7,1,13,0.0,0.6957,0.3043
13161,ATT013161,522,20240801,22,20,2,0,20,12.7,0.9091,0.0909
13162,ATT013162,522,20240901,21,20,1,1,15,0.0,0.9524,0.0476
13163,ATT013163,522,20241001,23,20,3,0,18,2.3,0.8696,0.1304
13164,ATT013164,522,20241101,21,18,3,0,15,0.0,0.8571,0.1429
13165,ATT013165,522,20241201,22,20,2,3,16,3.5,0.9091,0.0909
13166,ATT013166,522,20250101,23,21,2,0,18,0.0,0.913,0.087
13167,ATT013167,522,20250201,20,19,1,1,15,8.5,0.95,0.05
13168,ATT013168,522,20250301,21,20,1,2,15,0.0,0.9524,0.0476
13169,ATT013169,522,20250401,22,22,0,3,18,4.0,1.0,0.0
13170,ATT013170,522,20250501,22,19,3,0,19,5.8,0.8636,0.1364
13171,ATT013171,522,20250601,21,20,1,1,17,2.8,0.9524,0.0476
13172,ATT013172,522,20250701,23,19,4,3,17,12.2,0.8261,0.1739
13173,ATT013173,522,20250801,21,21,0,1,14,6.0,1.0,0.0
13174,ATT013174,522,20250901,22,19,3,0,17,11.3,0.8636,0.1364
13175,ATT013175,522,20251001,23,18,5,0,15,4.3,0.7826,0.2174
13176,ATT013176,522,20251101,20,19,1,1,17,3.9,0.95,0.05
13177,ATT013177,522,20251201,23,21,2,0,21,10.9,0.913,0.087
13178,ATT013178,522,20260101,22,22,0,0,17,4.3,1.0,0.0
13179,ATT013179,522,20260201,20,19,1,1,15,5.2,0.95,0.05
13180,ATT013180,522,20260301,22,22,0,1,16,0.0,1.0,0.0
13181,ATT013181,522,20260401,22,22,0,1,18,0.9,1.0,0.0
13182,ATT013182,522,20260501,21,20,1,1,20,7.9,0.9524,0.0476
13183,ATT013183,522,20260601,22,18,4,2,14,5.2,0.8182,0.1818
13184,ATT013184,523,20250501,22,14,8,0,0,1.0,0.6364,0.3636
13185,ATT013185,523,20250601,21,15,6,0,0,5.8,0.7143,0.2857
13186,ATT013186,523,20250701,23,19,4,1,1,5.5,0.8261,0.1739
13187,ATT013187,523,20250801,21,13,8,2,0,14.1,0.619,0.381
13188,ATT013188,523,20250901,22,18,4,1,0,12.2,0.8182,0.1818
13189,ATT013189,523,20251001,23,18,5,2,0,3.0,0.7826,0.2174
13190,ATT013190,523,20251101,20,16,4,1,0,2.6,0.8,0.2
13191,ATT013191,523,20251201,23,22,1,3,1,5.6,0.9565,0.0435
13192,ATT013192,523,20260101,22,15,7,2,1,7.6,0.6818,0.3182
13193,ATT013193,523,20260201,20,17,3,1,1,2.6,0.85,0.15
13194,ATT013194,523,20260301,22,17,5,4,0,6.7,0.7727,0.2273
13195,ATT013195,523,20260401,22,21,1,2,5,2.1,0.9545,0.0455
13196,ATT013196,523,20260501,21,20,1,2,3,2.2,0.9524,0.0476
13197,ATT013197,523,20260601,22,17,5,0,1,6.2,0.7727,0.2273
13198,ATT013198,524,20240101,23,21,2,0,15,3.6,0.913,0.087
13199,ATT013199,524,20240201,21,21,0,0,11,4.6,1.0,0.0
13200,ATT013200,524,20240301,21,20,1,0,8,1.0,0.9524,0.0476
13201,ATT013201,524,20240401,22,22,0,0,10,2.1,1.0,0.0
13202,ATT013202,524,20240501,23,22,1,0,10,9.4,0.9565,0.0435
13203,ATT013203,524,20240601,20,20,0,0,6,3.9,1.0,0.0
13204,ATT013204,524,20240701,23,22,1,0,10,8.4,0.9565,0.0435
13205,ATT013205,524,20240801,22,21,1,0,6,2.2,0.9545,0.0455
13206,ATT013206,524,20240901,21,21,0,0,11,5.9,1.0,0.0
13207,ATT013207,524,20241001,23,22,1,1,8,5.3,0.9565,0.0435
13208,ATT013208,524,20241101,21,19,2,0,8,7.4,0.9048,0.0952
13209,ATT013209,524,20241201,22,21,1,2,14,3.8,0.9545,0.0455
13210,ATT013210,524,20250101,23,22,1,0,9,0.0,0.9565,0.0435
13211,ATT013211,524,20250201,20,20,0,0,7,4.6,1.0,0.0
13212,ATT013212,524,20250301,21,20,1,0,13,0.0,0.9524,0.0476
13213,ATT013213,524,20250401,22,22,0,0,5,1.1,1.0,0.0
13214,ATT013214,524,20250501,22,21,1,0,6,1.4,0.9545,0.0455
13215,ATT013215,524,20250601,21,20,1,1,2,0.0,0.9524,0.0476
13216,ATT013216,524,20250701,23,22,1,0,8,2.3,0.9565,0.0435
13217,ATT013217,524,20250801,21,21,0,0,9,7.5,1.0,0.0
13218,ATT013218,524,20250901,22,21,1,0,7,5.7,0.9545,0.0455
13219,ATT013219,524,20251001,23,22,1,0,4,7.6,0.9565,0.0435
13220,ATT013220,524,20251101,20,20,0,0,9,1.2,1.0,0.0
13221,ATT013221,524,20251201,23,20,3,1,6,0.5,0.8696,0.1304
13222,ATT013222,524,20260101,22,21,1,0,0,5.2,0.9545,0.0455
13223,ATT013223,524,20260201,20,19,1,0,6,2.2,0.95,0.05
13224,ATT013224,524,20260301,22,21,1,0,8,7.1,0.9545,0.0455
13225,ATT013225,524,20260401,22,19,3,0,7,0.0,0.8636,0.1364
13226,ATT013226,524,20260501,21,21,0,2,13,2.7,1.0,0.0
13227,ATT013227,524,20260601,22,21,1,0,5,0.3,0.9545,0.0455
