employee_id,age,gender,department,job_role,job_level,location,work_mode,tenure_years,annual_salary,salary_band,absence_rate,late_arrivals,training_hours,training_completion_flag,training_completion_rate,performance_rating,potential_rating,promotion_flag,attrition_flag
EMP0557,35,Female,IT,Senior Data Engineer,Senior,Bristol,Remote,8.17,67500,65K-80K,0.0868,21,14.0,0,0.0,4,5,0,0
EMP0558,48,Male,Sales,Sales Executive,Mid,Leeds,Office,6.89,33500,30K-40K,0.0578,9,25.7,0,0.3333,3,2,0,0
EMP0559,36,Female,Marketing,Marketing Executive,Mid,Leeds,Hybrid,9.23,42000,40K-50K,0.1096,36,9.8,1,1.0,3,1,0,0
EMP0560,42,Male,IT,Senior Data Engineer,Senior,Manchester,Remote,2.4,58500,50K-65K,0.1167,17,32.1,1,1.0,2,1,0,1
EMP0561,34,Male,Finance,Finance Analyst,Mid,Bristol,Hybrid,5.16,44000,40K-50K,0.2075,41,27.4,1,0.6667,3,3,0,0
EMP0562,29,Female,IT,Junior Software Developer,Junior,Manchester,Remote,7.16,33000,30K-40K,0.1054,27,37.2,1,0.75,4,4,0,0
EMP0563,53,Male,Finance,Accounts Assistant,Junior,Leeds,Hybrid,0.56,25000,Under 30K,0.0595,5,10.6,1,1.0,4,4,0,0
EMP0564,30,Female,Operations,Operations Analyst,Mid,London,Office,2.74,48500,40K-50K,0.0198,5,1.3,1,1.0,4,4,1,0
EMP0565,45,Female,IT,Senior Data Engineer,Senior,Bristol,Office,3.2,63500,50K-65K,0.1034,42,21.9,0,0.3333,3,3,0,0
EMP0566,24,Female,Finance,Senior Finance Analyst,Senior,London,Remote,4.87,65000,65K-80K,0.0214,5,8.0,0,0.0,4,3,0,0
EMP0567,49,Female,Sales,Sales Development Representative,Junior,Bristol,Hybrid,6.7,31500,30K-40K,0.2298,46,21.4,0,0.0,3,4,0,0
EMP0568,40,Male,Customer Support,Senior Support Specialist,Senior,Birmingham,Hybrid,0.5,49000,40K-50K,0.0456,7,31.7,1,0.8,,,0,0
EMP0569,37,Male,Customer Support,Customer Support Specialist,Mid,London,Hybrid,5.86,35000,30K-40K,0.1996,57,11.4,1,1.0,3,3,0,0
EMP0570,42,Other,Operations,Operations Analyst,Mid,London,Hybrid,2.43,51000,50K-65K,0.0777,15,9.2,1,1.0,5,5,0,0
EMP0571,39,Female,IT,IT Manager,Manager,Birmingham,Hybrid,0.98,80500,80K-100K,0.1241,9,13.2,0,0.0,3,2,0,0
EMP0572,58,Male,Sales,Sales Development Representative,Junior,Edinburgh,Office,2.82,29500,Under 30K,0.0227,7,38.4,1,0.75,3,4,0,0
EMP0573,37,Other,Operations,Operations Assistant,Junior,Bristol,Hybrid,4.22,30000,30K-40K,0.1543,36,10.8,1,0.5,4,4,0,0
EMP0574,44,Other,Operations,Operations Assistant,Junior,Leeds,Office,0.76,25000,Under 30K,0.1788,15,15.3,1,0.5,4,4,0,0
EMP0575,44,Female,Operations,Operations Analyst,Mid,Birmingham,Remote,6.05,34500,30K-40K,0.2238,42,17.8,1,0.5,3,4,0,0
EMP0576,39,Female,IT,Junior Software Developer,Junior,London,Office,5.47,35000,30K-40K,0.2291,45,23.2,1,0.6667,3,4,0,0
EMP0577,50,Male,Operations,Senior Operations Specialist,Senior,London,Hybrid,2.67,65000,65K-80K,0.0777,18,6.9,0,0.0,2,2,0,0
EMP0578,40,Female,Customer Support,Customer Support Advisor,Junior,Birmingham,Hybrid,2.03,24000,Under 30K,0.2233,35,7.9,1,1.0,4,3,0,0
EMP0579,44,Male,Customer Support,Customer Support Specialist,Mid,Birmingham,Office,5.17,31500,30K-40K,0.0645,11,28.4,1,0.6667,2,2,0,1
EMP0580,35,Female,Finance,Finance Analyst,Mid,London,Hybrid,3.12,41500,40K-50K,0.1653,56,25.9,1,0.5,4,4,0,0
EMP0581,44,Male,Sales,Sales Executive,Mid,London,Hybrid,1.77,49000,40K-50K,0.0807,10,33.7,1,0.5,3,4,0,0
EMP0582,29,Female,Operations,Operations Manager,Manager,Birmingham,Office,1.43,62000,50K-65K,0.0394,8,4.0,1,1.0,4,4,0,0
EMP0583,35,Female,Finance,Accounts Assistant,Junior,London,Hybrid,7.83,30000,30K-40K,0.1406,24,9.6,1,1.0,4,3,0,0
EMP0584,36,Female,Customer Support,Customer Support Specialist,Mid,Birmingham,Hybrid,8.78,34500,30K-40K,0.1382,31,42.5,1,1.0,5,4,0,0
EMP0585,43,Male,IT,Data Analyst,Mid,Leeds,Hybrid,8.71,43000,40K-50K,0.0325,3,19.9,1,1.0,4,4,0,1
EMP0586,35,Female,IT,Junior Software Developer,Junior,London,Hybrid,2.36,40000,40K-50K,0.1314,10,3.2,1,1.0,,,0,1
EMP0587,36,Male,Sales,Sales Development Representative,Junior,Manchester,Office,6.64,26000,Under 30K,0.0424,16,6.7,1,1.0,4,4,0,0
EMP0588,38,Female,Finance,Finance Analyst,Mid,Manchester,Remote,2.64,45000,40K-50K,0.0291,10,44.7,1,0.5,3,2,0,0
EMP0589,53,Female,IT,Data Analyst,Mid,London,Office,9.36,54500,50K-65K,0.1266,29,9.0,1,1.0,3,2,0,0
EMP0590,40,Other,IT,IT Manager,Manager,Manchester,Hybrid,7.21,86000,80K-100K,0.102,30,42.0,1,1.0,3,3,0,0
EMP0591,23,Female,Legal,Legal Assistant,Junior,Manchester,Office,8.02,33000,30K-40K,0.1166,31,10.4,1,1.0,3,2,0,0
EMP0592,30,Male,IT,Senior Data Engineer,Senior,London,Hybrid,8.91,62000,50K-65K,0.1351,20,1.9,1,1.0,4,4,0,0
EMP0593,24,Female,Operations,Operations Assistant,Junior,London,Office,3.32,34500,30K-40K,0.2032,10,35.9,1,0.75,,,0,1
EMP0594,29,Female,Operations,Operations Analyst,Mid,Birmingham,Office,1.85,38500,30K-40K,0.0178,5,20.7,1,0.5,3,3,0,0
EMP0595,35,Male,Customer Support,Customer Support Advisor,Junior,London,Remote,2.77,32000,30K-40K,0.1515,36,35.4,1,0.75,4,5,0,0
EMP0596,31,Female,HR,HR Business Partner,Senior,London,Hybrid,0.53,59000,50K-65K,0.0456,0,33.9,1,0.6667,,,0,1
EMP0597,40,Male,Operations,Operations Analyst,Mid,Manchester,Remote,5.82,32500,30K-40K,0.1421,27,15.9,1,0.5,5,5,0,1
EMP0598,57,Male,Sales,Sales Executive,Mid,Edinburgh,Remote,8.52,34000,30K-40K,0.1404,32,19.9,1,0.6667,3,3,0,0
EMP0599,35,Female,IT,IT Manager,Manager,Manchester,Hybrid,6.96,100500,100K+,0.046,7,29.4,1,0.5,3,3,0,0
EMP0600,40,Male,HR,HR Manager,Manager,Leeds,Office,3.87,71500,65K-80K,0.1869,49,11.5,1,1.0,5,4,0,0
