training_key,training_id,employee_key,assigned_date_key,completion_date_key,course_name,course_category,completion_status,completion_flag,training_hours,training_score
946,TRN000944,370,20260221,20260319,Information Security Awareness,Compliance,Completed,1,2.1,81.3
947,TRN000948,371,20250727,,Power BI Fundamentals,Technical,In Progress,0,2.2,
948,TRN000947,371,20250901,20250910,Power BI Fundamentals,Technical,Completed,1,9.4,69.7
949,TRN000949,371,20251014,20251031,Financial Controls,Finance,Completed,1,9.4,73.7
950,TRN000950,371,20260202,20260222,Presentation Skills,Soft Skills,Completed,1,7.8,78.2
951,TRN000951,372,20250703,20250709,Employee Relations Essentials,HR,Completed,1,10.8,76.4
952,TRN000952,372,20260504,20260611,Communication Skills,Soft Skills,Completed,1,2.8,78.8
953,TRN000953,373,20241118,,SQL for Analysts,Technical,Not Started,0,6.4,
954,TRN000954,373,20250812,,Data Protection Training,Compliance,Overdue,0,12.9,
955,TRN000955,374,20240119,,Python for Data Analysis,Technical,Overdue,0,2.5,
956,TRN000958,374,20240524,20240630,Python for Data Analysis,Technical,Completed,1,2.8,78.2
957,TRN000957,374,20240706,,Information Security Awareness,Compliance,Not Started,0,14.6,
958,TRN000956,374,20250728,,Budget Management,Finance,In Progress,0,1.2,
959,TRN000959,375,20250606,20250614,Coaching Skills,Leadership,Completed,1,6.8,88.8
960,TRN000960,376,20240416,20240512,Financial Controls,Finance,Completed,1,11.0,60.6
961,TRN000961,376,20240719,,Python for Data Analysis,Technical,Not Started,0,3.3,
962,TRN000962,376,20241115,20241121,First Line Manager Training,Leadership,Completed,1,13.0,80.2
963,TRN000964,377,20240810,20240819,Employee Relations Essentials,HR,Completed,1,4.7,74.8
964,TRN000963,377,20260405,,Leading High Performing Teams,Leadership,In Progress,0,5.8,
965,TRN000965,378,20240105,20240109,Presentation Skills,Soft Skills,Completed,1,7.1,95.7
966,TRN000966,378,20240112,20240217,First Line Manager Training,Leadership,Completed,1,4.9,63.2
967,TRN000969,378,20240214,20240226,Python for Data Analysis,Technical,Completed,1,11.7,76.1
968,TRN000968,378,20240221,20240226,Financial Controls,Finance,Completed,1,1.5,92.8
969,TRN000967,378,20240224,20240226,Workplace Health and Safety,Compliance,Completed,1,5.1,48.2
970,TRN000970,379,20260105,,Information Security Awareness,Compliance,In Progress,0,9.0,
971,TRN000971,379,20260609,,Stakeholder Management,Soft Skills,In Progress,0,13.6,
972,TRN000972,380,20240701,20240705,Communication Skills,Soft Skills,Completed,1,13.6,63.6
973,TRN000973,381,20250407,20250512,Communication Skills,Soft Skills,Completed,1,3.0,87.4
974,TRN000974,381,20250919,,Leading High Performing Teams,Leadership,In Progress,0,14.3,
975,TRN000976,382,20251006,,Power BI Fundamentals,Technical,In Progress,0,12.9,
976,TRN000975,382,20251204,20260106,Presentation Skills,Soft Skills,Completed,1,7.7,81.0
977,TRN000977,383,20250322,20250330,Information Security Awareness,Compliance,Completed,1,10.5,91.0
978,TRN000978,384,20260424,20260503,Cloud Data Fundamentals,Technical,Completed,1,7.2,89.1
979,TRN000979,385,20260421,20260504,Presentation Skills,Soft Skills,Completed,1,11.6,70.1
980,TRN000981,386,20240509,20240512,Coaching Skills,Leadership,Completed,1,10.1,59.5
981,TRN000980,386,20250310,,Data Protection Training,Compliance,Overdue,0,4.7,
982,TRN000983,387,20241011,,Financial Controls,Finance,Overdue,0,15.7,
983,TRN000984,387,20250707,20250710,Budget Management,Finance,Completed,1,15.1,100.0
984,TRN000982,387,20250824,20250921,First Line Manager Training,Leadership,Completed,1,2.0,77.2
985,TRN000985,388,20240426,20240501,Communication Skills,Soft Skills,Completed,1,4.5,75.7
986,TRN000987,388,20241102,20241203,Leading High Performing Teams,Leadership,Completed,1,9.9,74.4
987,TRN000986,388,20250712,20250818,SQL for Analysts,Technical,Completed,1,5.6,74.4
988,TRN000988,388,20260303,,Stakeholder Management,Soft Skills,Overdue,0,7.1,
989,TRN000989,389,20240705,20240731,Stakeholder Management,Soft Skills,Completed,1,10.0,94.4
990,TRN000990,390,20240904,20240907,Employee Relations Essentials,HR,Completed,1,2.8,85.3
991,TRN000991,390,20241125,20250106,First Line Manager Training,Leadership,Completed,1,6.5,59.3
992,TRN000994,391,20240205,,Stakeholder Management,Soft Skills,Overdue,0,4.4,
993,TRN000992,391,20240222,20240402,Coaching Skills,Leadership,Completed,1,15.7,77.3
994,TRN000993,391,20240616,,Python for Data Analysis,Technical,Not Started,0,13.2,
995,TRN000996,392,20240130,,Stakeholder Management,Soft Skills,Not Started,0,11.2,
996,TRN000997,392,20240822,20240907,Financial Controls,Finance,Completed,1,9.7,66.3
997,TRN000995,392,20241103,,Presentation Skills,Soft Skills,Not Started,0,5.7,
998,TRN000998,392,20250528,20250706,Inclusive Hiring,HR,Completed,1,13.0,63.0
999,TRN001002,393,20250615,20250620,Stakeholder Management,Soft Skills,Completed,1,9.7,100.0
1000,TRN001001,393,20250924,20251030,First Line Manager Training,Leadership,Completed,1,3.1,62.1
1001,TRN001003,393,20251009,20251120,Financial Controls,Finance,Completed,1,5.1,94.7
1002,TRN001000,393,20251114,20251212,Financial Controls,Finance,Completed,1,15.3,81.6
1003,TRN000999,393,20260403,20260507,Budget Management,Finance,Completed,1,6.0,75.8
1004,TRN001004,394,20241121,20241209,Communication Skills,Soft Skills,Completed,1,5.2,78.0
1005,TRN001006,394,20250405,,Cloud Data Fundamentals,Technical,Overdue,0,2.1,
1006,TRN001005,394,20260203,20260305,Power BI Fundamentals,Technical,Completed,1,3.7,80.4
1007,TRN001007,395,20240308,20240317,Employee Relations Essentials,HR,Completed,1,7.1,70.7
1008,TRN001010,396,20260318,20260403,Workplace Health and Safety,Compliance,Completed,1,10.3,84.2
1009,TRN001011,396,20260319,,Financial Controls,Finance,Not Started,0,7.9,
1010,TRN001008,396,20260409,20260427,SQL for Analysts,Technical,Completed,1,8.4,76.2
1011,TRN001009,396,20260508,20260522,Python for Data Analysis,Technical,Completed,1,9.5,78.2
1012,TRN001013,397,20240802,,Leading High Performing Teams,Leadership,In Progress,0,7.9,
1013,TRN001012,397,20240929,20241111,Leading High Performing Teams,Leadership,Completed,1,2.5,83.3
1014,TRN001015,398,20260410,20260430,Communication Skills,Soft Skills,Completed,1,10.8,83.0
1015,TRN001014,398,20260522,20260619,Budget Management,Finance,Completed,1,11.1,78.0
1016,TRN001016,399,20251106,,SQL for Analysts,Technical,Not Started,0,11.3,
1017,TRN001018,400,20250303,20250330,Employee Relations Essentials,HR,Completed,1,7.6,86.9
1018,TRN001017,400,20251020,,Communication Skills,Soft Skills,Not Started,0,13.6,
1019,TRN001019,401,20260210,20260214,Python for Data Analysis,Technical,Completed,1,13.4,74.7
1020,TRN001023,402,20240807,,First Line Manager Training,Leadership,In Progress,0,15.2,
1021,TRN001022,402,20241231,20250116,Coaching Skills,Leadership,Completed,1,7.0,86.2
1022,TRN001021,402,20250117,20250205,Data Protection Training,Compliance,Completed,1,5.2,64.1
1023,TRN001020,402,20250410,20250506,Employee Relations Essentials,HR,Completed,1,11.2,74.9
1024,TRN001025,403,20240726,,Stakeholder Management,Soft Skills,In Progress,0,1.2,
1025,TRN001027,403,20241101,20241213,Employee Relations Essentials,HR,Completed,1,12.1,94.9
1026,TRN001026,403,20250217,20250310,Financial Controls,Finance,Completed,1,14.1,74.2
1027,TRN001024,403,20260218,20260310,Financial Controls,Finance,Completed,1,11.4,87.2
1028,TRN001029,404,20240127,,Workplace Health and Safety,Compliance,Not Started,0,15.3,
1029,TRN001028,404,20241119,,Power BI Fundamentals,Technical,Not Started,0,7.3,
1030,TRN001031,404,20241217,,Coaching Skills,Leadership,In Progress,0,16.0,
1031,TRN001030,404,20260429,20260505,Coaching Skills,Leadership,Completed,1,7.3,63.4
1032,TRN001034,405,20250826,20250902,SQL for Analysts,Technical,Completed,1,6.3,75.1
1033,TRN001032,405,20251227,,Stakeholder Management,Soft Skills,Not Started,0,14.1,
1034,TRN001033,405,20260227,20260312,Financial Controls,Finance,Completed,1,12.4,71.0
1035,TRN001035,405,20260319,20260502,Presentation Skills,Soft Skills,Completed,1,10.6,61.4
1036,TRN001036,406,20250424,20250607,Leading High Performing Teams,Leadership,Completed,1,12.1,77.0
1037,TRN001037,406,20260406,20260425,Presentation Skills,Soft Skills,Completed,1,14.9,75.3
1038,TRN001040,407,20240409,,Python for Data Analysis,Technical,Not Started,0,6.4,
1039,TRN001039,407,20250421,20250525,Leading High Performing Teams,Leadership,Completed,1,8.3,66.0
1040,TRN001038,407,20260616,,Information Security Awareness,Compliance,Overdue,0,13.9,
1041,TRN001041,408,20241103,20241127,Presentation Skills,Soft Skills,Completed,1,7.1,87.8
1042,TRN001042,409,20240223,20240402,Presentation Skills,Soft Skills,Completed,1,13.8,57.9
1043,TRN001043,409,20241221,20250106,Stakeholder Management,Soft Skills,Completed,1,15.7,72.4
1044,TRN001045,409,20250418,20250501,Information Security Awareness,Compliance,Completed,1,12.5,86.4
1045,TRN001044,409,20250809,20250911,Power BI Fundamentals,Technical,Completed,1,10.7,74.3
1046,TRN001048,410,20240110,,Inclusive Hiring,HR,Not Started,0,3.8,
1047,TRN001046,410,20240523,20240624,Budget Management,Finance,Completed,1,13.1,64.9
1048,TRN001047,410,20240715,20240717,Python for Data Analysis,Technical,Completed,1,1.5,83.1
1049,TRN001051,411,20251016,20251020,Cloud Data Fundamentals,Technical,Completed,1,9.1,65.7
1050,TRN001050,411,20260512,20260528,Python for Data Analysis,Technical,Completed,1,8.2,67.7
1051,TRN001049,411,20260623,20260630,Cloud Data Fundamentals,Technical,Completed,1,12.0,82.0
1052,TRN001052,412,20260310,20260414,SQL for Analysts,Technical,Completed,1,11.7,62.8
1053,TRN001053,412,20260416,20260503,Stakeholder Management,Soft Skills,Completed,1,12.1,85.1
1054,TRN001055,413,20240710,20240730,Information Security Awareness,Compliance,Completed,1,12.6,78.0
1055,TRN001054,413,20250208,20250312,Information Security Awareness,Compliance,Completed,1,12.1,71.2
1056,TRN001056,414,20240125,20240229,Data Protection Training,Compliance,Completed,1,11.4,76.7
1057,TRN001057,414,20240331,20240408,Employee Relations Essentials,HR,Completed,1,5.8,100.0
1058,TRN001058,414,20250404,20250423,Communication Skills,Soft Skills,Completed,1,2.8,74.7
1059,TRN001059,414,20251110,20251205,Financial Controls,Finance,Completed,1,10.6,81.0
1060,TRN001062,415,20240630,20240720,Power BI Fundamentals,Technical,Completed,1,3.5,81.9
1061,TRN001061,415,20260315,20260415,Employee Relations Essentials,HR,Completed,1,9.4,66.9
1062,TRN001060,415,20260318,,Stakeholder Management,Soft Skills,Not Started,0,3.1,
1063,TRN001065,416,20240624,20240712,Employee Relations Essentials,HR,Completed,1,14.9,96.1
1064,TRN001063,416,20240927,20241001,Inclusive Hiring,HR,Completed,1,3.3,83.5
1065,TRN001066,416,20241120,20250103,Data Protection Training,Compliance,Completed,1,7.5,75.4
1066,TRN001064,416,20250813,20250823,Employee Relations Essentials,HR,Completed,1,1.2,91.3
1067,TRN001069,417,20240924,20241017,SQL for Analysts,Technical,Completed,1,5.9,82.1
1068,TRN001067,417,20250805,20250918,Power BI Fundamentals,Technical,Completed,1,2.6,71.2
1069,TRN001068,417,20251130,20251228,Stakeholder Management,Soft Skills,Completed,1,4.2,72.6
1070,TRN001073,418,20240717,20240807,Budget Management,Finance,Completed,1,1.2,91.8
1071,TRN001070,418,20250322,20250503,Financial Controls,Finance,Completed,1,1.6,87.7
1072,TRN001071,418,20250612,20250712,Budget Management,Finance,Completed,1,13.0,59.8
1073,TRN001072,418,20251119,20251124,Inclusive Hiring,HR,Completed,1,5.6,77.5
1074,TRN001075,419,20241025,20241122,Python for Data Analysis,Technical,Completed,1,6.5,72.2
1075,TRN001074,419,20241224,20250103,Information Security Awareness,Compliance,Completed,1,9.3,90.9
1076,TRN001076,420,20251106,20251202,Leading High Performing Teams,Leadership,Completed,1,7.4,81.8
1077,TRN001077,420,20251204,20260113,Workplace Health and Safety,Compliance,Completed,1,1.6,77.9
1078,TRN001078,420,20260512,20260530,Inclusive Hiring,HR,Completed,1,4.5,67.3
1079,TRN001079,421,20240916,20240918,Leading High Performing Teams,Leadership,Completed,1,6.6,66.9
1080,TRN001080,422,20240830,,First Line Manager Training,Leadership,Overdue,0,1.2,
1081,TRN001082,422,20250417,,Data Protection Training,Compliance,In Progress,0,6.0,
1082,TRN001081,422,20260121,20260228,SQL for Analysts,Technical,Completed,1,2.4,83.8
1083,TRN001083,422,20260515,20260601,Workplace Health and Safety,Compliance,Completed,1,4.8,72.6
1084,TRN001088,423,20240218,20240309,Workplace Health and Safety,Compliance,Completed,1,3.7,60.7
1085,TRN001087,423,20250103,,Power BI Fundamentals,Technical,Overdue,0,15.4,
1086,TRN001086,423,20250113,20250117,Cloud Data Fundamentals,Technical,Completed,1,3.8,70.7
1087,TRN001084,423,20250428,20250608,Employee Relations Essentials,HR,Completed,1,6.6,61.8
1088,TRN001085,423,20250619,20250703,Financial Controls,Finance,Completed,1,2.8,81.0
1089,TRN001089,424,20240214,,Financial Controls,Finance,Not Started,0,10.4,
1090,TRN001091,424,20250523,,Employee Relations Essentials,HR,Overdue,0,5.6,
1091,TRN001090,424,20250705,20250804,Inclusive Hiring,HR,Completed,1,13.4,96.8
1092,TRN001093,425,20240502,,Employee Relations Essentials,HR,Not Started,0,11.8,
1093,TRN001094,425,20241007,,Coaching Skills,Leadership,Overdue,0,10.7,
1094,TRN001092,425,20251212,,Employee Relations Essentials,HR,In Progress,0,13.8,
1095,TRN001095,426,20240215,,Workplace Health and Safety,Compliance,Overdue,0,15.9,
1096,TRN001096,426,20250209,20250228,Data Protection Training,Compliance,Completed,1,5.9,94.7
1097,TRN001097,427,20240306,20240328,First Line Manager Training,Leadership,Completed,1,12.6,78.4
1098,TRN001099,427,20260225,20260401,Presentation Skills,Soft Skills,Completed,1,13.5,80.2
1099,TRN001098,427,20260325,20260405,Python for Data Analysis,Technical,Completed,1,14.6,92.9
1100,TRN001100,428,20250407,20250517,Budget Management,Finance,Completed,1,8.2,70.4
1101,TRN001101,428,20260425,20260430,Python for Data Analysis,Technical,Completed,1,10.1,68.2
1102,TRN001102,429,20251012,20251116,Employee Relations Essentials,HR,Completed,1,6.2,72.9
1103,TRN001105,430,20240113,20240127,Python for Data Analysis,Technical,Completed,1,14.3,96.5
1104,TRN001104,430,20240310,20240403,First Line Manager Training,Leadership,Completed,1,7.5,63.5
1105,TRN001106,430,20240611,20240707,Stakeholder Management,Soft Skills,Completed,1,11.0,72.7
1106,TRN001103,430,20241225,20250129,First Line Manager Training,Leadership,Completed,1,11.9,89.0
1107,TRN001109,431,20240123,20240217,Communication Skills,Soft Skills,Completed,1,2.9,85.4
1108,TRN001108,431,20240128,,Leading High Performing Teams,Leadership,Overdue,0,13.9,
1109,TRN001107,431,20240208,20240217,Financial Controls,Finance,Completed,1,12.1,78.6
1110,TRN001110,432,20240304,20240312,Information Security Awareness,Compliance,Completed,1,7.8,88.7
1111,TRN001111,432,20240926,,Employee Relations Essentials,HR,Not Started,0,4.7,
1112,TRN001114,433,20240126,20240202,First Line Manager Training,Leadership,Completed,1,9.3,63.2
1113,TRN001112,433,20250505,20250607,Information Security Awareness,Compliance,Completed,1,11.7,60.2
1114,TRN001113,433,20250909,20250918,Stakeholder Management,Soft Skills,Completed,1,13.8,60.0
1115,TRN001115,433,20260221,20260316,Cloud Data Fundamentals,Technical,Completed,1,1.5,78.6
1116,TRN001117,434,20241229,20250104,Power BI Fundamentals,Technical,Completed,1,1.6,76.4
1117,TRN001116,434,20250223,20250331,Budget Management,Finance,Completed,1,3.8,68.5
1118,TRN001120,435,20240801,20240907,Employee Relations Essentials,HR,Completed,1,11.5,88.3
1119,TRN001118,435,20241202,20241214,Inclusive Hiring,HR,Completed,1,12.7,86.1
1120,TRN001119,435,20250203,,Budget Management,Finance,Not Started,0,12.0,
1121,TRN001121,436,20241211,,Budget Management,Finance,Overdue,0,10.7,
1122,TRN001123,437,20240103,20240207,Financial Controls,Finance,Completed,1,8.1,69.6
1123,TRN001124,437,20250627,20250721,Budget Management,Finance,Completed,1,10.6,74.0
1124,TRN001125,437,20250930,20251105,Power BI Fundamentals,Technical,Completed,1,6.1,72.2
1125,TRN001122,437,20260621,20260630,Presentation Skills,Soft Skills,Completed,1,11.5,65.0
1126,TRN001128,438,20250127,20250228,Inclusive Hiring,HR,Completed,1,13.4,64.6
1127,TRN001126,438,20250419,20250514,Leading High Performing Teams,Leadership,Completed,1,14.1,73.1
1128,TRN001127,438,20250616,20250626,Workplace Health and Safety,Compliance,Completed,1,8.0,57.5
1129,TRN001129,438,20250829,20250831,Inclusive Hiring,HR,Completed,1,3.1,70.8
1130,TRN001132,439,20260301,,Coaching Skills,Leadership,Overdue,0,3.4,
1131,TRN001130,439,20260326,20260406,Financial Controls,Finance,Completed,1,3.3,70.4
1132,TRN001131,439,20260526,20260617,Financial Controls,Finance,Completed,1,6.9,89.1
1133,TRN001133,440,20241105,20241203,Cloud Data Fundamentals,Technical,Completed,1,15.9,84.0
1134,TRN001134,440,20260601,20260630,Presentation Skills,Soft Skills,Completed,1,15.9,71.6
1135,TRN001135,441,20250820,,Python for Data Analysis,Technical,Overdue,0,5.9,
1136,TRN001136,442,20250513,20250618,Leading High Performing Teams,Leadership,Completed,1,14.9,80.1
1137,TRN001137,442,20251207,,Stakeholder Management,Soft Skills,Overdue,0,14.5,
1138,TRN001142,443,20240120,,Python for Data Analysis,Technical,In Progress,0,14.6,
1139,TRN001138,443,20241107,20241118,Data Protection Training,Compliance,Completed,1,3.1,76.5
1140,TRN001140,443,20250131,20250303,Communication Skills,Soft Skills,Completed,1,4.6,80.4
1141,TRN001141,443,20250428,20250519,Python for Data Analysis,Technical,Completed,1,1.0,84.2
1142,TRN001139,443,20260307,20260402,Workplace Health and Safety,Compliance,Completed,1,4.9,98.4
1143,TRN001145,444,20240515,,Inclusive Hiring,HR,Overdue,0,7.7,
1144,TRN001144,444,20250826,,Inclusive Hiring,HR,In Progress,0,6.1,
1145,TRN001143,444,20260128,20260205,Data Protection Training,Compliance,Completed,1,12.8,92.4
1146,TRN001146,445,20260228,20260325,Workplace Health and Safety,Compliance,Completed,1,8.5,74.6
1147,TRN001147,446,20250813,,Employee Relations Essentials,HR,In Progress,0,11.5,
1148,TRN001148,446,20250813,20250816,Coaching Skills,Leadership,Completed,1,3.3,72.9
1149,TRN001151,447,20240108,20240205,Leading High Performing Teams,Leadership,Completed,1,5.5,78.6
1150,TRN001150,447,20251022,20251201,SQL for Analysts,Technical,Completed,1,8.6,68.9
1151,TRN001149,447,20260202,20260318,First Line Manager Training,Leadership,Completed,1,6.9,71.6
1152,TRN001152,448,20260522,20260612,First Line Manager Training,Leadership,Completed,1,7.3,67.1
1153,TRN001153,449,20260109,20260111,Cloud Data Fundamentals,Technical,Completed,1,5.6,91.6
1154,TRN001155,449,20260517,20260615,Communication Skills,Soft Skills,Completed,1,9.8,73.0
1155,TRN001154,449,20260524,,Presentation Skills,Soft Skills,Overdue,0,10.2,
1156,TRN001156,450,20240710,,Leading High Performing Teams,Leadership,Overdue,0,14.4,
1157,TRN001158,450,20241001,20241023,Presentation Skills,Soft Skills,Completed,1,15.5,67.7
1158,TRN001157,450,20260201,20260212,Python for Data Analysis,Technical,Completed,1,2.5,55.2
1159,TRN001161,451,20240717,,Python for Data Analysis,Technical,Not Started,0,14.4,
1160,TRN001159,451,20240921,20241103,Financial Controls,Finance,Completed,1,2.1,72.5
1161,TRN001162,451,20260108,20260219,Employee Relations Essentials,HR,Completed,1,15.2,67.0
1162,TRN001160,451,20260624,20260630,Communication Skills,Soft Skills,Completed,1,2.1,61.5
1163,TRN001163,452,20240228,20240314,Financial Controls,Finance,Completed,1,7.6,70.8
1164,TRN001164,452,20260107,20260216,Financial Controls,Finance,Completed,1,2.4,92.3
1165,TRN001165,452,20260225,20260409,Budget Management,Finance,Completed,1,15.0,78.5
1166,TRN001168,453,20240602,20240622,Leading High Performing Teams,Leadership,Completed,1,14.6,47.8
1167,TRN001167,453,20241207,20250106,Coaching Skills,Leadership,Completed,1,15.1,70.7
1168,TRN001166,453,20260219,20260307,Leading High Performing Teams,Leadership,Completed,1,8.0,74.6
1169,TRN001169,454,20251211,20251214,Data Protection Training,Compliance,Completed,1,6.0,80.6
1170,TRN001172,455,20241014,,Employee Relations Essentials,HR,Overdue,0,7.9,
1171,TRN001170,455,20251104,,Communication Skills,Soft Skills,In Progress,0,13.5,
1172,TRN001171,455,20251108,20251116,Financial Controls,Finance,Completed,1,7.1,100.0
1173,TRN001173,456,20241025,20241201,Financial Controls,Finance,Completed,1,1.2,72.7
1174,TRN001175,456,20250302,20250402,Leading High Performing Teams,Leadership,Completed,1,14.1,67.7
1175,TRN001174,456,20250430,20250526,Financial Controls,Finance,Completed,1,1.9,79.9
1176,TRN001176,457,20240318,20240420,First Line Manager Training,Leadership,Completed,1,4.3,59.2
1177,TRN001178,458,20260220,,Data Protection Training,Compliance,Not Started,0,1.6,
1178,TRN001179,458,20260331,20260420,Communication Skills,Soft Skills,Completed,1,12.8,86.3
1179,TRN001177,458,20260406,20260515,First Line Manager Training,Leadership,Completed,1,12.7,78.6
1180,TRN001180,459,20241024,20241201,Financial Controls,Finance,Completed,1,1.1,68.5
1181,TRN001182,459,20250426,20250504,Budget Management,Finance,Completed,1,13.0,84.8
1182,TRN001181,459,20250818,,Budget Management,Finance,Overdue,0,2.1,
1183,TRN001183,459,20251101,20251111,Coaching Skills,Leadership,Completed,1,5.9,54.5
1184,TRN001184,460,20251227,,Workplace Health and Safety,Compliance,Not Started,0,2.2,
1185,TRN001185,461,20250212,20250225,Information Security Awareness,Compliance,Completed,1,12.5,100.0
1186,TRN001187,462,20240524,20240527,Power BI Fundamentals,Technical,Completed,1,9.0,75.4
1187,TRN001186,462,20241102,20241122,Power BI Fundamentals,Technical,Completed,1,8.8,79.9
1188,TRN001188,463,20260122,20260226,Inclusive Hiring,HR,Completed,1,15.9,70.2
1189,TRN001192,464,20240430,20240613,Leading High Performing Teams,Leadership,Completed,1,2.1,67.2
1190,TRN001190,464,20240921,,Workplace Health and Safety,Compliance,Not Started,0,3.1,
1191,TRN001189,464,20241130,20250113,Inclusive Hiring,HR,Completed,1,6.6,59.5
1192,TRN001193,464,20250516,,Presentation Skills,Soft Skills,In Progress,0,2.2,
1193,TRN001191,464,20251220,20260103,Information Security Awareness,Compliance,Completed,1,15.9,89.6
1194,TRN001194,465,20250212,20250301,Budget Management,Finance,Completed,1,12.4,96.3
1195,TRN001196,466,20240714,20240820,Python for Data Analysis,Technical,Completed,1,15.0,71.2
1196,TRN001197,466,20240818,20240924,Cloud Data Fundamentals,Technical,Completed,1,12.8,72.0
1197,TRN001195,466,20260427,20260519,Data Protection Training,Compliance,Completed,1,10.0,81.5
1198,TRN001198,467,20240905,20241007,Financial Controls,Finance,Completed,1,9.0,74.0
1199,TRN001201,467,20241210,20241224,Inclusive Hiring,HR,Completed,1,9.2,81.7
1200,TRN001200,467,20250111,20250208,Coaching Skills,Leadership,Completed,1,1.6,67.6
1201,TRN001199,467,20260604,20260611,Python for Data Analysis,Technical,Completed,1,6.3,100.0
1202,TRN001203,468,20241221,20250202,Presentation Skills,Soft Skills,Completed,1,5.0,82.2
1203,TRN001202,468,20260130,20260208,Inclusive Hiring,HR,Completed,1,3.6,99.3
1204,TRN001205,469,20250323,20250502,Budget Management,Finance,Completed,1,7.2,59.0
1205,TRN001207,469,20250803,20250820,Power BI Fundamentals,Technical,Completed,1,11.5,92.0
1206,TRN001204,469,20250827,20251009,Information Security Awareness,Compliance,Completed,1,11.5,63.5
1207,TRN001206,469,20251220,20260126,Leading High Performing Teams,Leadership,Completed,1,15.0,99.0
1208,TRN001208,470,20250625,20250805,Communication Skills,Soft Skills,Completed,1,5.6,63.6
1209,TRN001209,470,20260515,20260518,Inclusive Hiring,HR,Completed,1,13.2,76.1
1210,TRN001210,471,20240323,,Budget Management,Finance,Overdue,0,8.0,
1211,TRN001211,471,20250622,20250628,Python for Data Analysis,Technical,Completed,1,5.4,87.9
1212,TRN001212,472,20260519,20260601,Inclusive Hiring,HR,Completed,1,13.2,69.0
1213,TRN001215,473,20241008,,Presentation Skills,Soft Skills,In Progress,0,2.9,
1214,TRN001213,473,20250609,20250617,Presentation Skills,Soft Skills,Completed,1,11.4,69.8
1215,TRN001214,473,20260326,20260421,Stakeholder Management,Soft Skills,Completed,1,15.4,83.1
1216,TRN001218,474,20240212,,Employee Relations Essentials,HR,Not Started,0,7.2,
1217,TRN001217,474,20250528,20250614,Financial Controls,Finance,Completed,1,8.3,76.0
1218,TRN001216,474,20260411,20260420,Financial Controls,Finance,Completed,1,14.6,90.2
1219,TRN001219,475,20240718,,Coaching Skills,Leadership,In Progress,0,14.1,
1220,TRN001220,475,20250518,20250626,Data Protection Training,Compliance,Completed,1,2.0,86.1
1221,TRN001222,475,20250526,20250608,Communication Skills,Soft Skills,Completed,1,11.4,70.5
1222,TRN001221,475,20250531,,Information Security Awareness,Compliance,Not Started,0,12.8,
1223,TRN001223,476,20241005,20241012,Financial Controls,Finance,Completed,1,1.6,78.7
1224,TRN001224,476,20250429,20250517,Coaching Skills,Leadership,Completed,1,6.7,70.2
1225,TRN001225,476,20250707,20250718,First Line Manager Training,Leadership,Completed,1,4.8,88.8
1226,TRN001226,476,20251120,20251130,Financial Controls,Finance,Completed,1,14.6,84.1
1227,TRN001227,477,20260620,20260630,Coaching Skills,Leadership,Completed,1,14.0,89.3
1228,TRN001231,478,20241219,,Python for Data Analysis,Technical,Overdue,0,14.9,
1229,TRN001230,478,20250521,,Presentation Skills,Soft Skills,Overdue,0,11.6,
1230,TRN001228,478,20250624,20250711,Information Security Awareness,Compliance,Completed,1,15.5,71.3
1231,TRN001229,478,20250922,20251103,Coaching Skills,Leadership,Completed,1,5.2,74.6
1232,TRN001233,479,20240719,20240722,Budget Management,Finance,Completed,1,10.2,50.6
1233,TRN001232,479,20260316,20260412,SQL for Analysts,Technical,Completed,1,13.4,60.5
1234,TRN001234,480,20240409,20240514,Workplace Health and Safety,Compliance,Completed,1,5.4,74.2
1235,TRN001237,480,20250101,20250122,Stakeholder Management,Soft Skills,Completed,1,11.6,89.3
1236,TRN001235,480,20250318,20250414,Employee Relations Essentials,HR,Completed,1,3.8,69.6
1237,TRN001236,480,20251121,,Employee Relations Essentials,HR,In Progress,0,5.6,
1238,TRN001238,481,20260105,20260128,Cloud Data Fundamentals,Technical,Completed,1,15.8,80.4
1239,TRN001241,482,20240929,20241015,Power BI Fundamentals,Technical,Completed,1,9.8,64.4
1240,TRN001242,482,20250413,20250517,Employee Relations Essentials,HR,Completed,1,14.7,89.1
1241,TRN001239,482,20251202,20260105,Power BI Fundamentals,Technical,Completed,1,2.3,86.0
1242,TRN001240,482,20260623,20260630,Data Protection Training,Compliance,Completed,1,9.7,73.0
1243,TRN001243,483,20240930,20241101,Financial Controls,Finance,Completed,1,11.4,70.6
1244,TRN001244,483,20251218,20260103,Leading High Performing Teams,Leadership,Completed,1,8.7,57.6
1245,TRN001245,484,20240712,20240815,Communication Skills,Soft Skills,Completed,1,3.5,79.0
1246,TRN001247,485,20240226,,Workplace Health and Safety,Compliance,Not Started,0,1.5,
1247,TRN001248,485,20250615,,Information Security Awareness,Compliance,Overdue,0,12.4,
1248,TRN001246,485,20250705,20250807,Financial Controls,Finance,Completed,1,2.2,70.5
1249,TRN001249,486,20250101,20250119,Stakeholder Management,Soft Skills,Completed,1,3.9,72.2
1250,TRN001250,487,20250923,20251017,Budget Management,Finance,Completed,1,10.2,85.5
1251,TRN001251,488,20240505,,Data Protection Training,Compliance,In Progress,0,6.9,
1252,TRN001252,488,20241117,,Information Security Awareness,Compliance,Not Started,0,5.6,
